UID,SAM_CODE,LAB,ALUMINUM_BATCH_ID,AMMONIA_N_BATCH_ID,ANC_BATCH_ID,CALCIUM_BATCH_ID,CHLORIDE_BATCH_ID,COLOR_BATCH_ID,COND_BATCH_ID,DOC_BATCH_ID,MAGNESIUM_BATCH_ID,NITRATE_N_BATCH_ID,NITRATE_NITRITE_N_BATCH_ID,NITRITE_N_BATCH_ID,NTL_BATCH_ID,PH_BATCH_ID,POTASSIUM_BATCH_ID,PTL_BATCH_ID,SILICA_BATCH_ID,SODIUM_BATCH_ID,SULFATE_BATCH_ID,TOC_BATCH_ID,TSS_BATCH_ID,TURB_BATCH_ID,ALUMINUM_UNITS,AMMONIA_N_UNITS,ANC_UNITS,CALCIUM_UNITS,CHLORIDE_UNITS,COLOR_UNITS,COND_UNITS,DOC_UNITS,MAGNESIUM_UNITS,NITRATE_N_UNITS,NITRATE_NITRITE_N_UNITS,NITRITE_N_UNITS,NTL_UNITS,PH_UNITS,POTASSIUM_UNITS,PTL_UNITS,SILICA_UNITS,SODIUM_UNITS,SULFATE_UNITS,TOC_UNITS,TSS_UNITS,TURB_UNITS,ALUMINUM_DATE_ANALYZED,ALUMINUM_HOLDING_TIME,ALUMINUM_LAB_FLAG,ALUMINUM_LAB_SAMPLE_ID,ALUMINUM_MDL,ALUMINUM_QA_FLAG,ALUMINUM_RESULT,ALUMINUM_RL,AMMONIA_N_DATE_ANALYZED,AMMONIA_N_HOLDING_TIME,AMMONIA_N_LAB_FLAG,AMMONIA_N_LAB_SAMPLE_ID,AMMONIA_N_MDL,AMMONIA_N_QA_FLAG,AMMONIA_N_RESULT,AMMONIA_N_RL,ANC_DATE_ANALYZED,ANC_HOLDING_TIME,ANC_LAB_FLAG,ANC_LAB_SAMPLE_ID,ANC_QA_FLAG,ANC_RESULT,CALCIUM_DATE_ANALYZED,CALCIUM_HOLDING_TIME,CALCIUM_LAB_FLAG,CALCIUM_LAB_SAMPLE_ID,CALCIUM_MDL,CALCIUM_QA_FLAG,CALCIUM_RESULT,CALCIUM_RL,CHLORIDE_DATE_ANALYZED,CHLORIDE_HOLDING_TIME,CHLORIDE_LAB_FLAG,CHLORIDE_LAB_SAMPLE_ID,CHLORIDE_MDL,CHLORIDE_QA_FLAG,CHLORIDE_RESULT,CHLORIDE_RL,COLOR_DATE_ANALYZED,COLOR_HOLDING_TIME,COLOR_LAB_FLAG,COLOR_LAB_SAMPLE_ID,COLOR_MDL,COLOR_QA_FLAG,COLOR_RESULT,COLOR_RL,COND_DATE_ANALYZED,COND_HOLDING_TIME,COND_LAB_FLAG,COND_LAB_SAMPLE_ID,COND_MDL,COND_QA_FLAG,COND_RESULT,COND_RL,DOC_DATE_ANALYZED,DOC_HOLDING_TIME,DOC_LAB_FLAG,DOC_LAB_SAMPLE_ID,DOC_MDL,DOC_QA_FLAG,DOC_RESULT,DOC_RL,MAGNESIUM_DATE_ANALYZED,MAGNESIUM_HOLDING_TIME,MAGNESIUM_LAB_FLAG,MAGNESIUM_LAB_SAMPLE_ID,MAGNESIUM_MDL,MAGNESIUM_QA_FLAG,MAGNESIUM_RESULT,MAGNESIUM_RL,NITRATE_N_DATE_ANALYZED,NITRATE_N_HOLDING_TIME,NITRATE_N_LAB_FLAG,NITRATE_N_LAB_SAMPLE_ID,NITRATE_N_MDL,NITRATE_N_QA_FLAG,NITRATE_N_RESULT,NITRATE_N_RL,NITRATE_NITRITE_N_DATE_ANALYZED,NITRATE_NITRITE_N_HOLDING_TIME,NITRATE_NITRITE_N_LAB_FLAG,NITRATE_NITRITE_N_LAB_SAMPLE_ID,NITRATE_NITRITE_N_MDL,NITRATE_NITRITE_N_QA_FLAG,NITRATE_NITRITE_N_RESULT,NITRATE_NITRITE_N_RL,NITRITE_N_DATE_ANALYZED,NITRITE_N_HOLDING_TIME,NITRITE_N_LAB_FLAG,NITRITE_N_LAB_SAMPLE_ID,NITRITE_N_MDL,NITRITE_N_QA_FLAG,NITRITE_N_RESULT,NITRITE_N_RL,NTL_DATE_ANALYZED,NTL_HOLDING_TIME,NTL_LAB_FLAG,NTL_LAB_SAMPLE_ID,NTL_MDL,NTL_QA_FLAG,NTL_RESULT,NTL_RL,PH_DATE_ANALYZED,PH_HOLDING_TIME,PH_LAB_FLAG,PH_LAB_SAMPLE_ID,PH_QA_FLAG,PH_RESULT,POTASSIUM_DATE_ANALYZED,POTASSIUM_HOLDING_TIME,POTASSIUM_LAB_FLAG,POTASSIUM_LAB_SAMPLE_ID,POTASSIUM_MDL,POTASSIUM_QA_FLAG,POTASSIUM_RESULT,POTASSIUM_RL,PTL_DATE_ANALYZED,PTL_HOLDING_TIME,PTL_LAB_FLAG,PTL_LAB_SAMPLE_ID,PTL_MDL,PTL_QA_FLAG,PTL_RESULT,PTL_RL,SILICA_DATE_ANALYZED,SILICA_HOLDING_TIME,SILICA_LAB_FLAG,SILICA_LAB_SAMPLE_ID,SILICA_MDL,SILICA_QA_FLAG,SILICA_RESULT,SILICA_RL,SODIUM_DATE_ANALYZED,SODIUM_HOLDING_TIME,SODIUM_LAB_SAMPLE_ID,SODIUM_MDL,SODIUM_QA_FLAG,SODIUM_RESULT,SODIUM_RL,SULFATE_DATE_ANALYZED,SULFATE_HOLDING_TIME,SULFATE_LAB_FLAG,SULFATE_LAB_SAMPLE_ID,SULFATE_MDL,SULFATE_QA_FLAG,SULFATE_RESULT,SULFATE_RL,NO3toP,TOC_HOLDING_TIME,TOC_RESULT,TSS_DATE_ANALYZED,TSS_HOLDING_TIME,TSS_LAB_SAMPLE_ID,TSS_MDL,TSS_QA_FLAG,TSS_RESULT,TSS_RL,TURB_DATE_ANALYZED,TURB_HOLDING_TIME,TURB_LAB_FLAG,TURB_LAB_SAMPLE_ID,TURB_MDL,TURB_QA_FLAG,TURB_RESULT,TURB_RL,ANC_FLAG,CALCIUM_FLAG,CHLORIDE_FLAG,COLOR_FLAG,COND_FLAG,DOC_FLAG,MAGNESIUM_FLAG,NITRATE_N_FLAG,NITRATE_NITRITE_N_FLAG,NTL_FLAG,PH_FLAG,POTASSIUM_FLAG,PTL_FLAG,SILICA_FLAG,SODIUM_FLAG,SULFATE_FLAG,TSS_FLAG,TURB_FLAG,CHEM_SAMPLE_ID,CHEM_SHIP_FLAG,NUTS_SAMPLE_ID,NUTS_SHIP_FLAG,SITE_ID,VISIT_NO,DATE_COL,ELEVATION,EPA_REG,EVAL_NAME,HUC2,HUC8,LAT_DD83,LON_DD83,ST_SITEID,ST_STRATUM,XCOORD,YCOORD
8256,REGULAR,WRS,121204.1,120905.1,120829.1,121204.1,120829.1,120829,120829.1,120920.1,121204.1,120829.1,120829.1,120829.1,120910.1,120829.1,121204.1,120910.1,120830.2,121204.1,120829.1,,,120829.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,12/4/2012,99,<LRL (0.02),1210884,0.01,ND,0.006,0.02,9/5/2012,9,,1210884,0.002,,0.0085,0.004,8/29/2012,2,,1210884,,2427,12/4/2012,99,,1210884,0.02,,43.23,0.04,8/29/2012,2,,1210884,0.03,,5.259,0.06,8/29/2012,2,,1210884,,,22,5,8/29/2012,2,,1210884,,,292,2,9/20/2012,24,,1210884,0.1,,4.92,0.2,12/4/2012,99,,1210884,0.01,,8.039,0.02,8/29/2012,2,<LRL (0.02),1210884,0.01,ND,0,0.02,8/29/2012,2,,1210884,0.01,ND,0,0.02,8/29/2012,2,<LRL (0.02),1210884,0.01,ND,0,0.02,9/10/2012,14,,1210884,0.01,,0.448,0.02,8/29/2012,2,,1210884,,8.42,12/4/2012,99,,1210884,0.04,,2.845,0.08,9/10/2012,14,,1210884,2,,21,4,8/30/2012,3,,1210884,0.005,,1.601,0.01,12/4/2012,99,1210884,0.02,,6.791,0.04,8/29/2012,2,,1210884,0.09,,25.129,0.18,0,NA,NA,,NA,,,,NA,NA,8/29/2012,2,,1210884,,,2.24,2,,,,,,,,,,,,,,,,,,,665210,,665213,,NLA12_OH_106,1,8/27/2012,241.93,Region_5,Caldwell Lake,5,5030201,39.77597099,-81.52247236,NLA12_OH_106,OH_NLA07RVT,1224202.64,348517.7093
8258,REGULAR,WRS,121204.1,120905.1,120829.1,121204.1,120829.1,120829,120829.1,120920.1,121204.1,120829.1,120829.1,120829.1,120910.1,120829.1,121204.1,120910.1,120830.3,121204.1,120829.1,,,120829.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,12/4/2012,99,<LRL (0.02),1210889,0.01,ND,0,0.02,9/5/2012,9,,1210889,0.002,,0.0054,0.004,8/29/2012,2,,1210889,,922.9,12/4/2012,99,,1210889,0.02,,11.01,0.04,8/29/2012,2,,1210889,0.03,,0.156,0.06,8/29/2012,2,,1210889,,,10,5,8/29/2012,2,,1210889,,,90.4,2,9/20/2012,24,,1210889,0.1,,1.84,0.2,12/4/2012,99,,1210889,0.01,,3.375,0.02,8/29/2012,2,<LRL (0.02),1210889,0.01,ND,0.002,0.02,8/29/2012,2,,1210889,0.01,ND,0.003,0.02,8/29/2012,2,<LRL (0.02),1210889,0.01,L,0.001,0.02,9/10/2012,14,,1210889,0.01,,0.116,0.02,8/29/2012,2,,1210889,,8.32,12/4/2012,99,,1210889,0.04,,0.899,0.08,9/10/2012,14,,1210889,2,,36,4,8/30/2012,3,,1210889,0.005,,14.576,0.01,12/4/2012,99,1210889,0.02,,1.625,0.04,8/29/2012,2,,1210889,0.09,,1.15,0.18,5.56E-05,NA,NA,,NA,,,,NA,NA,8/29/2012,2,,1210889,,L,0.28,2,,,,,,,,,,,,,,,,,,,661940,,661943,,NLA12_CO_R01,1,8/27/2012,2934,Region_8,TRAPPERS LAKE,14,14050005,39.9856728,-107.231024,NLA12_CO_R01,,_948377.3246,334690.9175
8264,REGULAR,WPCL,NA,L_501_12_12_2838,L_501_12_12_2838,L_501_12_12_2838,L_501_12_12_2838,L_501_12_12_2838,L_501_12_12_2838,L_501_12_12_2838,L_501_12_12_2838,L_501_12_12_2838,L_501_12_12_2838,NA,L_501_12_12_2838,L_501_12_12_2838,L_501_12_12_2838,L_501_12_12_2838,L_501_12_12_2838,L_501_12_12_2838,L_501_12_12_2838,,L_501_12_12_2838,,,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,mg/L,,,NA,,NA,NA,,NA,NA,,NA,,NLA2012_CA_102,0.0024,,0.0418,0.02,8/29/2012,1,,NLA2012_CA_102,,3150,8/29/2012,1,,NLA2012_CA_102,0.01,,37.8,0.03,8/29/2012,1,,NLA2012_CA_102,0.04,,49.5,0.2,8/29/2012,1,,NLA2012_CA_102,5,,55,5,8/29/2012,1,,NLA2012_CA_102,0.1,,690,0.3,8/29/2012,1,,NLA2012_CA_102,0.5,,8.83,1,8/29/2012,1,,NLA2012_CA_102,0.003,,13,0.01,8/29/2012,1,,NLA2012_CA_102,0.005,L,0.005,0.01,8/29/2012,1,,NLA2012_CA_102,0.005,L,0.005,0.01,,NA,,NA,NA,,NA,NA,8/29/2012,1,,NLA2012_CA_102,0.0208,,1.39,0.05,8/29/2012,1,,NLA2012_CA_102,,8.64,8/29/2012,1,,NLA2012_CA_102,0.01,,4.2,0.03,8/29/2012,1,,NLA2012_CA_102,4.1,,23.9,10,8/29/2012,1,,NLA2012_CA_102,0.018,,49.5,0.1,8/29/2012,1,NLA2012_CA_102,0.003,,73.2,0.01,8/29/2012,1,,NLA2012_CA_102,0.08,ND,76.3,0.4,0.000209205,NA,NA,8/29/2012,1,NLA2012_CA_102,0.3,,32.4,2,8/29/2012,1,,NLA2012_CA_102,,K,NA,NA,LAB_1,LAB_2,LAB_4,LAB_5,LAB_13,LAB_6,LAB_2,LAB_8,LAB_9,LAB_1,LAB_14,LAB_2,LAB_2,LAB_10,LAB_2,LAB_11,LAB_12,,658670,,658673,,NLA12_CA_102,1,8/28/2012,818.28,Region_9,Lake Henshaw,18,18070303,33.23504244,-116.7444419,NLA12_CA_102,CA_NLA07RVT,_1905572.072,_268446.5224
8265,REGULAR,WPCL,NA,L_500_12_12_2837,L_500_12_12_2837,L_500_12_12_2837,L_500_12_12_2837,L_500_12_12_2837,L_500_12_12_2837,L_500_12_12_2837,L_500_12_12_2837,L_500_12_12_2837,L_500_12_12_2837,NA,L_500_12_12_2837,L_500_12_12_2837,L_500_12_12_2837,L_500_12_12_2837,L_500_12_12_2837,L_500_12_12_2837,L_500_12_12_2837,,L_500_12_12_2837,,,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,mg/L,,,NA,,NA,NA,,NA,NA,,NA,,NLA2012_CA_156,0.0024,,0.0234,0.02,8/29/2012,2,,NLA2012_CA_156,,1710,8/29/2012,2,,NLA2012_CA_156,0.01,,30.3,0.03,8/29/2012,2,,NLA2012_CA_156,0.04,,18.1,0.2,8/29/2012,2,,NLA2012_CA_156,5,,10,5,8/29/2012,2,,NLA2012_CA_156,0.1,,354,0.3,8/29/2012,2,,NLA2012_CA_156,0.5,,2.76,1,8/29/2012,2,,NLA2012_CA_156,0.003,,3.98,0.01,8/29/2012,2,,NLA2012_CA_156,0.005,ND,0.005,0.01,8/29/2012,2,,NLA2012_CA_156,0.005,ND,0.005,0.01,,NA,,NA,NA,,NA,NA,8/29/2012,2,,NLA2012_CA_156,0.0208,,0.443,0.05,8/29/2012,2,,NLA2012_CA_156,,8.58,8/29/2012,2,,NLA2012_CA_156,0.01,,2.37,0.03,8/29/2012,2,,NLA2012_CA_156,4.1,,53,10,8/29/2012,2,,NLA2012_CA_156,0.018,,11.9,0.1,8/29/2012,2,NLA2012_CA_156,0.003,,31.2,0.01,8/29/2012,2,,NLA2012_CA_156,0.08,ND,48.2,0.4,9.43E-05,NA,NA,8/29/2012,2,NLA2012_CA_156,0.3,,26.5,2,8/29/2012,2,,NLA2012_CA_156,,K,NA,NA,LAB_1,LAB_2,LAB_4,LAB_5,LAB_13,LAB_6,LAB_2,LAB_8,LAB_9,LAB_1,LAB_14,LAB_2,LAB_2,LAB_10,LAB_2,LAB_11,LAB_12,,658580,,658583,,NLA12_CA_156,1,8/27/2012,846.17,Region_9,Spring Valley Lake,18,18090208,34.49328953,-117.2618539,NLA12_CA_156,CA_NLA12NEW,_1921122.335,_120855.8741
8266,REGULAR,WRS,121204.1,120905.1,120829.1,121204.1,120829.1,120829,120829.1,120922.1,121204.1,120829.1,120829.1,120829.1,120910.1,120829.1,121204.1,120910.1,120830.3,121204.1,120830.1,,,120829.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,12/4/2012,98,<LRL (0.02),1210892,0.01,ND,0,0.02,9/5/2012,8,,1210892,0.002,,0.114,0.004,8/29/2012,1,,1210892,,3942,12/4/2012,98,,1210892,0.02,,65.23,0.04,8/29/2012,1,,1210892,0.03,,13.381,0.06,8/29/2012,1,,1210892,,,22,5,8/29/2012,1,,1210892,,,1433,2,9/22/2012,25,,1210892,0.1,,13.46,0.2,12/4/2012,98,,1210892,0.01,,154.7,0.02,8/29/2012,1,<LRL (0.02),1210892,0.01,ND,0.005,0.02,8/29/2012,1,,1210892,0.01,ND,0.005,0.02,8/29/2012,1,<LRL (0.02),1210892,0.01,ND,0,0.02,9/10/2012,13,,1210892,0.01,,1.891,0.02,8/29/2012,1,,1210892,,8.85,12/4/2012,98,,1210892,0.04,,22.13,0.08,9/10/2012,13,,1210892,2,,67,4,8/30/2012,2,,1210892,0.005,,6.259,0.01,12/4/2012,98,1210892,0.02,,39.63,0.04,8/30/2012,2,,1210892,0.09,,631.762,0.18,7.46E-05,NA,NA,,NA,,,,NA,NA,8/29/2012,1,,1210892,,,4.51,2,,,,,,,,,,,,,,,,,,,648890,,648893,,NLA12_SD_103,1,8/28/2012,530.52,Region_8,Lake Alice,7,7020003,44.87790723,-96.63402874,NLA12_SD_103,SD_NLA07RVT,_50015.72296,825513.1026
8275,REGULAR,WRS,121204.1,120905.1,120830.1,121204.1,120904.1,120830,120831.1,120926.1,121204.1,120830.1,120830.1,120830.1,120913.1,120830.1,121204.1,120910.1,120830.3,121204.1,120904.1,,,120830.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,12/4/2012,98,<LRL (0.02),1210896,0.01,ND,0,0.02,9/5/2012,8,,1210896,0.002,,0.076,0.004,8/30/2012,2,,1210896,,1448,12/4/2012,98,,1210896,0.02,,594.9,0.04,9/4/2012,7,,1210896,0.03,,994.428,0.06,8/30/2012,2,,1210896,,,20,5,8/31/2012,3,,1210896,,,11430,2,9/26/2012,29,>HT,1210896,0.1,H,23.85,0.2,12/4/2012,98,,1210896,0.01,,768.8,0.02,8/30/2012,2,<LRL (0.02),1210896,0.01,ND,0,0.02,8/30/2012,2,,1210896,0.01,ND,0,0.02,8/30/2012,2,<LRL (0.02),1210896,0.01,ND,0,0.02,9/13/2012,16,,1210896,0.01,,3.094,0.02,8/30/2012,2,,1210896,,8.8,12/4/2012,98,,1210896,0.04,,141,0.08,9/10/2012,13,,1210896,2,,99,4,8/30/2012,2,,1210896,0.005,,1.616,0.01,12/4/2012,98,1210896,0.02,,1294,0.04,9/4/2012,7,,1210896,0.09,,5997.743,0.18,0,NA,NA,,NA,,,,NA,NA,8/30/2012,2,,1210896,,,7.17,2,,,,,,,,,,,,,,,,,,,643130,,643133,,NLA12_SD_150,1,8/28/2012,554.3,Region_8,Unnamed,10,10130106,45.75621315,-99.64575832,NLA12_SD_150,SD_NLA12NEW,_283783.7329,928450.3423
8276,REGULAR,WRS,121204.1,120905.1,120830.1,121204.1,120904.1,120830,120830.1,120926.1,121204.1,120830.1,120830.1,120830.1,120913.1,120830.1,121204.1,120910.1,120830.3,121204.1,120904.1,,,120830.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,12/4/2012,98,<LRL (0.02),1210909,0.01,ND,0,0.02,9/5/2012,8,,1210909,0.002,,0.07,0.004,8/30/2012,2,,1210909,,7677,12/4/2012,98,,1210909,0.02,,35.7,0.04,9/4/2012,7,,1210909,0.03,,605.52,0.06,8/30/2012,2,,1210909,,,25,5,8/30/2012,2,,1210909,,,5200,2,9/26/2012,29,>HT,1210909,0.1,H,20.95,0.2,12/4/2012,98,,1210909,0.01,,422.2,0.02,8/30/2012,2,<LRL (0.02),1210909,0.01,L,0.013,0.02,8/30/2012,2,,1210909,0.01,L,0.013,0.02,8/30/2012,2,<LRL (0.02),1210909,0.01,ND,0,0.02,9/13/2012,16,,1210909,0.01,,2.535,0.02,8/30/2012,2,,1210909,,8.83,12/4/2012,98,,1210909,0.04,,102.8,0.08,9/10/2012,13,,1210909,2,,39,4,8/30/2012,2,,1210909,0.005,,1.353,0.01,12/4/2012,98,1210909,0.02,,648.6,0.04,9/4/2012,7,,1210909,0.09,,1840.334,0.18,0.000333333,NA,NA,,NA,,,,NA,NA,8/30/2012,2,,1210909,,,1.44,2,,,,,,,,,,,,,,,,,,,649400,,649403,,NLA12_SD_141,1,8/28/2012,581.29,Region_8,Unnamed,10,10130106,45.81116472,-99.28278555,NLA12_SD_141,SD_NLA12NEW,_255331.2292,933519.5973
8277,REGULAR,WRS,121204.1,120905.1,120829.1,121204.1,120830.1,120829,120830.1,120920.1,121204.1,120829.1,120829.1,120829.1,120910.1,120829.1,121204.1,120910.1,120830.3,121204.1,120830.1,,,120829.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,12/4/2012,98,<LRL (0.02),1210891,0.01,ND,0,0.02,9/5/2012,8,,1210891,0.002,,0.027,0.004,8/29/2012,1,,1210891,,1175,12/4/2012,98,,1210891,0.02,,129.1,0.04,8/30/2012,2,,1210891,0.03,,6138.277,0.06,8/29/2012,1,,1210891,,,175,5,8/30/2012,2,,1210891,,,19030,2,9/20/2012,23,,1210891,0.1,,23.23,0.2,12/4/2012,98,,1210891,0.01,,387.7,0.02,8/29/2012,1,<LRL (0.02),1210891,0.01,ND,0,0.02,8/29/2012,1,,1210891,0.01,ND,0,0.02,8/29/2012,1,<LRL (0.02),1210891,0.01,ND,0,0.02,9/10/2012,13,,1210891,0.01,,1.703,0.02,8/29/2012,1,,1210891,,7.6,12/4/2012,98,,1210891,0.04,,134.4,0.08,9/10/2012,13,,1210891,2,,209,4,8/30/2012,2,,1210891,0.005,,3.663,0.01,12/4/2012,98,1210891,0.02,,3691,0.04,8/30/2012,2,,1210891,0.09,,877.023,0.18,0,NA,NA,,NA,,,,NA,NA,8/29/2012,1,,1210891,,,4.12,2,,,,,,,,,,,,,,,,,,,663050,,663053,,NLA12_GA_101,2,8/28/2012,0.71,Region_4,Oleander Lake,3,3070203,31.05990761,-81.41324075,NLA12_GA_101,GA_NLA07RVT,1382394.837,_613355.7412
8278,REGULAR,WRS,121204.1,120905.1,120830.1,121204.1,120830.1,120830,120830.1,120922.1,121204.1,120830.1,120830.1,120830.1,130913.1,120830.1,121204.1,120910.1,120830.3,121204.1,120830.1,,,120830.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,12/4/2012,98,<LRL (0.02),1210904,0.01,ND,0.005,0.02,9/5/2012,8,,1210904,0.002,,0.014,0.004,8/30/2012,2,,1210904,,5860,12/4/2012,98,,1210904,0.02,,19.99,0.04,8/30/2012,2,,1210904,0.03,,4.49,0.06,8/30/2012,2,,1210904,,,38,5,8/30/2012,2,,1210904,,,553,2,9/22/2012,25,,1210904,0.1,,9.86,0.2,12/4/2012,98,,1210904,0.01,,22.48,0.02,8/30/2012,2,<LRL (0.02),1210904,0.01,ND,0,0.02,8/30/2012,2,,1210904,0.01,ND,0,0.02,8/30/2012,2,<LRL (0.02),1210904,0.01,ND,0,0.02,9/13/2012,16,,1210904,0.01,,3.344,0.02,8/30/2012,2,,1210904,,9.11,12/4/2012,98,,1210904,0.04,,6.2,0.08,9/10/2012,13,,1210904,2,,343,4,8/30/2012,2,,1210904,0.005,,28.045,0.01,12/4/2012,98,1210904,0.02,,85.73,0.04,8/30/2012,2,,1210904,0.09,,20.428,0.18,0,NA,NA,,NA,,,,NA,NA,8/30/2012,2,,1210904,,,32.31,2,,,,,,,,,,,,,,,,,,,622730,,622733,,NLA12_MT_135,1,8/28/2012,1128.79,Region_8,Unnamed,10,10040101,48.02656863,-109.6237599,NLA12_MT_135,MT_NLA12NEW,_1021193.82,1247629.299
8279,REGULAR,WRS,121204.1,120905.1,120830.1,121204.1,120830.1,120830,120830.1,120922.1,121204.1,120830.1,120830.1,120830.1,120910.1,120830.1,121204.1,120910.1,120830.3,121204.1,120830.1,,,120830.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,12/4/2012,98,<LRL (0.02),1210895,0.01,ND,0,0.02,9/5/2012,8,,1210895,0.002,,0.0094,0.004,8/30/2012,2,,1210895,,2649,12/4/2012,98,,1210895,0.02,,30.28,0.04,8/30/2012,2,,1210895,0.03,,19.825,0.06,8/30/2012,2,,1210895,,,15,5,8/30/2012,2,,1210895,,,478,2,9/22/2012,25,,1210895,0.1,,4.88,0.2,12/4/2012,98,,1210895,0.01,,15.02,0.02,8/30/2012,2,<LRL (0.02),1210895,0.01,ND,0.002,0.02,8/30/2012,2,,1210895,0.01,ND,0.002,0.02,8/30/2012,2,<LRL (0.02),1210895,0.01,ND,0,0.02,9/10/2012,13,,1210895,0.01,,2.308,0.02,8/30/2012,2,,1210895,,8.63,12/4/2012,98,,1210895,0.04,,10.61,0.08,9/10/2012,13,,1210895,2,,260,4,8/30/2012,2,,1210895,0.005,,45.29,0.01,12/4/2012,98,1210895,0.02,,44.48,0.04,8/30/2012,2,,1210895,0.09,,78.342,0.18,7.69E-06,NA,NA,,NA,,,,NA,NA,8/30/2012,2,,1210895,,,14.73,2,,,,,,,,,,,,,,,,,,,654470,,654473,,NLA12_NE_129,2,8/28/2012,359.2,Region_7,Woodcliff Lake,10,10200202,41.38619711,-96.48110256,NLA12_NE_129,NE_NLA12NEW,_39926.04485,435542.4906
8282,REGULAR,WRS,121204.1,120905.1,120830.1,121204.1,120830.1,120830,120830.1,120922.1,121204.1,120830.1,120830.1,120830.1,120910.1,120830.1,121204.1,120910.1,120830.3,121204.1,120830.1,,,120830.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,12/4/2012,98,<LRL (0.02),1210897,0.01,ND,0.006,0.02,9/5/2012,8,,1210897,0.002,,0.008,0.004,8/30/2012,2,,1210897,,2503,12/4/2012,98,,1210897,0.02,,36.84,0.04,8/30/2012,2,,1210897,0.03,,1.835,0.06,8/30/2012,2,,1210897,,,18,5,8/30/2012,2,,1210897,,,252,2,9/22/2012,25,,1210897,0.1,,8.27,0.2,12/4/2012,98,,1210897,0.01,,6.638,0.02,8/30/2012,2,<LRL (0.02),1210897,0.01,ND,0.002,0.02,8/30/2012,2,,1210897,0.01,ND,0.002,0.02,8/30/2012,2,<LRL (0.02),1210897,0.01,ND,0,0.02,9/10/2012,13,,1210897,0.01,,0.666,0.02,8/30/2012,2,,1210897,,8.53,12/4/2012,98,,1210897,0.04,,3.71,0.08,9/10/2012,13,,1210897,2,,28,4,8/30/2012,2,,1210897,0.005,,5.095,0.01,12/4/2012,98,1210897,0.02,,7.888,0.04,8/30/2012,2,,1210897,0.09,,6.778,0.18,7.14E-05,NA,NA,,NA,,,,NA,NA,8/30/2012,2,,1210897,,L,0.95,2,,,,,,,,,,,,,,,,,,,652880,,652883,,NLA12_CO_R10,1,8/28/2012,2297.97,Region_8,ALDRUIN LAKES (UPPER),14,14050002,40.17407647,-107.7039121,NLA12_CO_R10,,_985518.1133,360458.1974
