SITE_ID,VISIT_NO,UID,DATE_COL,ELEVATION,EPA_REG,EVAL_NAME,HUC2,HUC8,LAT_DD83,LON_DD83,ST_SITEID,ST_STRATUM,XCOORD,YCOORD
NLA12_NV_143,,,,1314.42,Region_9,Leppy Reservoir,16,16020307,40.8684997,_114.0923859,NLA12_NV_143,NV_NLA12NEW,_1503383.561,521019.906
NLA12_NV_144,1,7306,7/19/2012,2255.5,Region_9,Groves Lake,16,16060004,39.24114932,_117.1658183,NLA12_NV_144,NV_NLA12NEW,_1795119.958,395887.0739
NLA12_NV_145,,,,1180.97,Region_9,Duck Lake,16,16050203,39.69863917,_118.6297673,NLA12_NV_145,NV_NLA12NEW,_1904909.331,474303.5291
NLA12_NV_146,,,,1194.84,Region_9,Unnamed,16,16050203,39.56876553,_118.6964029,NLA12_NV_146,NV_NLA12NEW,_1913854.585,461500.1065
NLA12_NV_147,,,,1818.99,Region_9,Ruby Lake Unit Thirteen,16,16060007,40.20325452,_115.4793235,NLA12_NV_147,NV_NLA12NEW,_1632237.952,470835.3413
NLA12_NV_148,,,,1832.12,Region_9,Cold Creek Reservoir,16,16060006,39.84398002,_115.7499202,NLA12_NV_148,NV_NLA12NEW,_1662892.811,436126.0152
NLA12_NV_149,,,,1221.05,Region_9,Mustang Pond,16,16050203,39.55397549,_118.9236552,NLA12_NV_149,NV_NLA12NEW,_1933042.165,464489.6815
NLA12_NV_150,,,,1325.41,Region_9,,16,16050303,39.06168817,_119.11814,NLA12_NV_150,NV_NLA12NEW,_1962408.366,414913.5555
NLA12_NV_151,1,9023,6/13/2012,1558.91,Region_9,Rawhide Reservoir,17,17050105,41.72072113,_116.339494,NLA12_NV_151,NV_NLA12NEW,_1667145.105,651969.9556
NLA12_NV_152,,,,1719.48,Region_9,Swan Lake,17,17120008,41.81502067,_119.4953615,NLA12_NV_152,NV_NLA12NEW,_1918308.747,721781.7928
NLA12_NV_153,,,,1430.3,Region_9,Eldorado Canyon Reservoir,16,16050202,39.20273937,_119.5623321,NLA12_NV_153,NV_NLA12NEW,_1995466.191,439497.8705
NLA12_NV_154,,,,1223.06,Region_9,Mud Lake,16,16050203,39.5141458,_118.9018222,NLA12_NV_154,NV_NLA12NEW,_1932302.187,459711.1542
NLA12_NV_155,,,,2812.69,Region_9,Griswold Lake,16,16040103,40.63377722,_115.4858542,NLA12_NV_155,NV_NLA12NEW,_1622957.979,518164.6194
NLA12_NV_156,,,,2032.31,Region_9,Duck Creek Reservoir,16,16060008,39.46269506,_114.702716,NLA12_NV_156,NV_NLA12NEW,_1584249.491,376378.0696
NLA12_NV_157,,,,1213.15,Region_9,Big Slough,16,16040108,40.19205836,_118.5047474,NLA12_NV_157,NV_NLA12NEW,_1881613.037,525548.5233
NLA12_NV_158,,,,1449.12,Region_9,,16,16060003,38.0802831,_117.578956,NLA12_NV_158,NV_NLA12NEW,_1858852.375,276990.8947
NLA12_NV_159,,,,1379.03,Region_9,,16,16040105,40.59679665,_116.8766947,NLA12_NV_159,NV_NLA12NEW,_1737896.474,538709.5147
NLA12_NV_160,,,,1442.65,Region_9,Big Well Ponds,16,16060012,38.58522046,_115.647835,NLA12_NV_160,NV_NLA12NEW,_1683380.322,296272.7799
NLA12_NV_161,,,,1181.16,Region_9,Tule Lake,16,16050203,39.62713514,_118.4674627,NLA12_NV_161,NV_NLA12NEW,_1893380.231,463271.5948
NLA12_NV_162,,,,1190.31,Region_9,Part of Indian Lakes in Stillwater,16,16050203,39.58302702,_118.6717712,NLA12_NV_162,NV_NLA12NEW,_1911439.443,462557.2836
NLA12_NV_163,,,,1346.4,Region_9,,16,16040105,40.88346739,_117.1599024,NLA12_NV_163,NV_NLA12NEW,_1753994.347,575236.6414
NLA12_NV_164,,,,2003.22,Region_9,Roberts Creek Reservoir,16,16060005,39.76565664,_116.2939081,NLA12_NV_164,NV_NLA12NEW,_1709866.41,437196.5922
NLA12_NV_165,,,,1781.57,Region_9,Summit Lake,16,16040202,41.51313278,_119.0630003,NLA12_NV_165,NV_NLA12NEW,_1891828.746,680340.4138
NLA12_NV_166,,,,1208.27,Region_9,Unnamed,16,16050203,39.42562555,_118.8150232,NLA12_NV_166,NV_NLA12NEW,_1927479.021,448313.6075
NLA12_NV_167,1,6618,6/14/2012,1814.22,Region_9,Reed Reservoir,16,16040102,41.19805974,_115.8922956,NLA12_NV_167,NV_NLA12NEW,_1643189.112,586986.7189
NLA12_NV_168,,,,1717.81,Region_9,Unnamed,16,16040204,41.52455713,_119.8523015,NLA12_NV_168,NV_NLA12NEW,_1954914.496,697555.0083
NLA12_NV_169,,,,1538.24,Region_9,Unnamed,16,16050102,39.26171963,_119.8217381,NLA12_NV_169,NV_NLA12NEW,_2015335.801,451377.8754
NLA12_NV_170,,,,1214.87,Region_9,,16,16050203,39.49179858,_118.8512845,NLA12_NV_170,NV_NLA12NEW,_1928717.166,456252.3139
NLA12_NV_171,,,,2882.6,Region_9,Overland Lake,16,16060007,40.45963978,_115.4566204,NLA12_NV_171,NV_NLA12NEW,_1624522.857,498567.7223
NLA12_NV_172,,,,1565.78,Region_9,,16,16060012,38.23820701,_116.1901073,NLA12_NV_172,NV_NLA12NEW,_1737350.865,267987.9614
NLA12_NV_173,,,,1210.94,Region_9,,16,16050203,39.55911937,_118.8410999,NLA12_NV_173,NV_NLA12NEW,_1926078.269,463373.3021
NLA12_NV_174,,,,1318.31,Region_9,Mason Valley Sloughs/Wetlands,16,16050303,39.1143377,_119.0894617,NLA12_NV_174,NV_NLA12NEW,_1958602.452,420049.3944
NLA12_NV_175,,,,1325.72,Region_9,Humbolt River,16,16040108,40.95509992,_117.4383926,NLA12_NV_175,NV_NLA12NEW,_1774894.492,588228.1409
NLA12_NV_176,,,,221.71,Region_9,,15,15030101,35.14609385,_114.6052664,NLA12_NV_176,NV_NLA12NEW,_1670178.558,_99623.43669
NLA12_NV_177,1,7275,7/17/2012,2153.8,Region_9,Onion Valley Reservoir,16,16040205,41.69458237,_118.7419158,NLA12_NV_177,NV_NLA12NEW,_1861185.808,693719.7913
NLA12_NV_178,,,,1192.86,Region_9,Carson Lake,16,16050203,39.35388572,_118.6748606,NLA12_NV_178,NV_NLA12NEW,_1917764.168,437667.0741
NLA12_NV_179,,,,1819.04,Region_9,Ruby Lake Unit Twenty,16,16060007,40.17937905,_115.4813172,NLA12_NV_179,NV_NLA12NEW,_1632947.174,468250.692
NLA12_NV_180,,,,1853.83,Region_9,Green Springs Reservoir,16,16060012,39.11664198,_115.5695783,NLA12_NV_180,NV_NLA12NEW,_1664591.591,353194.7866
NLA12_NV_181,,,,1206.95,Region_9,,16,16050203,39.63492427,_118.9331952,NLA12_NV_181,NV_NLA12NEW,_1931663.012,473492.4726
NLA12_NV_182,,,,1321.1,Region_9,,16,16050303,39.07905336,_119.0803389,NLA12_NV_182,NV_NLA12NEW,_1958794.911,416022.7873
NLA12_NV_183,,,,1799.8,Region_9,Unnamed,17,17050105,41.63140557,_116.1461681,NLA12_NV_183,NV_NLA12NEW,_1653641.171,638823.4304
NLA12_NV_184,,,,1421.03,Region_9,Coleman Reservoir,17,17120007,41.97856043,_119.7862536,NLA12_NV_184,NV_NLA12NEW,_1937032.343,745415.2631
NLA12_NV_185,,,,1749.3,Region_9,,16,16040204,41.34944266,_119.7561208,NLA12_NV_185,NV_NLA12NEW,_1952045.658,676589.0566
NLA12_NV_186,,,,1192.86,Region_9,Carson Lake,16,16050203,39.3284311,_118.734299,NLA12_NV_186,NV_NLA12NEW,_1923371.106,436096.5169
NLA12_NV_187,,,,1819.29,Region_9,Ruby Lake,16,16060007,40.19390978,_115.4667267,NLA12_NV_187,NV_NLA12NEW,_1631410.19,469594.0029
NLA12_NV_188,,,,1787.18,Region_9,,16,16060006,39.67286969,_115.773653,NLA12_NV_188,NV_NLA12NEW,_1668823.059,417780.7424
NLA12_NV_189,,,,1307.2,Region_9,Iverson Reservoir,16,16040203,40.94855861,_119.3912105,NLA12_NV_189,NV_NLA12NEW,_1933609.876,625619.8911
NLA12_NV_190,,,,1221.76,Region_9,,16,16050303,38.98478129,_119.1971771,NLA12_NV_190,NV_NLA12NEW,_1971067.21,408184.0417
NLA12_NV_191,,,,1932.95,Region_9,,17,17050104,41.64510563,_115.8492782,NLA12_NV_191,NV_NLA12NEW,_1629312.027,635194.6662
NLA12_NV_192,,,,1868.19,Region_9,,16,16040204,41.76357405,_119.8871752,NLA12_NV_192,NV_NLA12NEW,_1951059.724,724179.9534
NLA12_NV_193,1,6793,6/26/2012,2124.21,Region_9,Spooner Lake,16,16050101,39.10754761,_119.9072662,NLA12_NV_193,NV_NLA12NEW,_2026719.755,436459.3733
NLA12_NV_R01,1,7465,7/25/2012,2968.8,Region_9,LAMOILLE LAKE,16,16040101,40.59285373,_115.3943332,NLA12_NV_R01,NV_NLA12NEW,_1616370.617,512116.6864
NLA12_NY_0101,1,6694,6/20/2012,217.44,Region_2,Keuka Lake,4,4140201,42.49915505,_77.1490251,OS_P388,NY_NLA07RVT,1529648.921,712157.1729
NLA12_NY_0101,2,8546,9/13/2012,217.44,Region_2,Keuka Lake,4,4140201,42.49915505,_77.1490251,OS_P388,NY_NLA07RVT,1529648.921,712157.1729
NLA12_NY_0102,1,6834,6/27/2012,495.93,Region_2,Long Lake,4,4150305,44.03842234,_74.36720503,R_P241,NY_NLA07RVT,1712935.225,927625.3869
NLA12_NY_0103,1,8647,9/19/2012,532.8,Region_1,Riga Lake,1,1100005,42.02259255,_73.48550577,NLA12_NY_0103,CT_NLA07RVT,1834312.016,724960.5427
NLA12_NY_0104,1,6576,6/13/2012,28.85,Region_2,Lake Champlain,2,2010008,43.62876093,_73.42646982,C_P1,NY_NLA07RVT,1796801.72,900528.5566
NLA12_NY_0104,2,7954,8/15/2012,28.85,Region_2,Lake Champlain,2,2010008,43.62876093,_73.42646982,C_P1,NY_NLA07RVT,1796801.72,900528.5566
NLA12_NY_0105,,,,64.36,Region_2,Unnamed,2,2010008,43.84163995,_73.43080219,C_P5251,NY_NLA12NEW,1790875.604,923531.3589
NLA12_NY_0106,1,7190,7/12/2012,504.57,Region_2,Clamshell Pond,4,4150306,44.37867633,_74.36423487,SC_P153,NY_NLA12NEW,1704605.793,964628.4458
NLA12_NY_0107,1,8671,9/1/2012,476.96,Region_2,East Pine Pond,4,4150101,43.70571876,_75.13859604,B_P700,NY_NLA12NEW,1660938.802,877744.7328
NLA12_NY_0108,1,7490,7/27/2012,68.26,Region_2,Unnamed,2,2030101,41.33989604,_73.67007006,LH_P5121,NY_NLA12NEW,1837339.779,647116.9032
NLA12_NY_0109,1,7266,7/18/2012,528.45,Region_2,Mud Pond,4,4150307,44.73604256,_74.06546921,SC_P58,NY_NLA12NEW,1718621.55,1008774.794
NLA12_NY_0110,1,7206,7/15/2012,404.72,Region_2,Burge Pond,2,2020001,43.8504499,_73.63471673,UH_P426,NY_NLA12NEW,1774766.984,920661.3324
NLA12_NY_0111,1,7284,7/16/2012,576.39,Region_2,Brown Lake,2,2020002,43.24193911,_74.48992678,UH_P268,NY_NLA12NEW,1723330.783,838806.7891
NLA12_NY_0112,1,8597,9/14/2012,325.07,Region_2,Van Keuren Lake,2,2050105,42.32527988,_77.17720022,CM_P45,NY_NLA12NEW,1531217.953,692643.9869
NLA12_NY_R02,1,7174,7/11/2012,279.34,Region_2,NY_R02,2,2010001,43.45530211,_73.58953255,NLA12_NY_R02,,1788587.885,878632.3784
NLA12_NY_R03,1,7422,7/24/2012,388.65,Region_2,TROUT POND,2,2020001,43.98761718,_73.57062703,NLA12_NY_R03,,1776180.757,936734.574
NLA12_NY_R04,1,7339,7/20/2012,94.43,Region_2,NY_R04,4,4150303,44.39373075,_75.67976887,NLA12_NY_R04,,1602240.401,943376.7734
NLA12_NY_R06,1,7421,7/25/2012,362.97,Region_2,BULLHEAD POND,2,2020001,43.32606664,_73.81278904,NLA12_NY_R06,,1774434.222,860414.6754
NLA12_NY_R07,1,7377,7/22/2012,467.57,Region_2,NY_R07,2,2050103,42.14582693,_76.49743796,NLA12_NY_R07,,1589840.894,684144.5205
NLA12_NY_R08,1,7287,7/17/2012,106.17,Region_2,NY_R08,2,2020006,42.01444485,_74.05739193,NLA12_NY_R08,,1788769.651,713172.5201
NLA12_NY_R11,1,7340,7/19/2012,336.59,Region_2,NY_R11,2,2020006,42.06057748,_74.17588801,NLA12_NY_R11,,1778106.038,715972.8412
NLA12_OH_101,1,8023,8/16/2012,276.06,Region_5,Delaware Reservoir,5,5060001,40.36715267,_83.05951671,NLA12_OH_101,OH_NLA07RVT,1086092.959,395385.5943
NLA12_OH_101,2,8387,9/5/2012,276.06,Region_5,Delaware Reservoir,5,5060001,40.36715267,_83.05951671,NLA12_OH_101,OH_NLA07RVT,1086092.959,395385.5943
NLA12_OH_102,1,7572,7/31/2012,291.82,Region_5,Lake Loramie,5,5080001,40.37248248,_84.34011043,NLA12_OH_102,OH_NLA07RVT,979109.5718,382062.9367
NLA12_OH_103,1,6923,7/2/2012,322.66,Region_5,Belmont Lake,5,5030106,40.03999071,_81.01388786,NLA12_OH_103,OH_NLA07RVT,1262211.153,384400.0399
NLA12_OH_104,1,8151,8/22/2012,249.78,Region_5,Holiday Lake,4,4100012,41.08846075,_82.7290152,NLA12_OH_104,OH_NLA07RVT,1102409.106,479208.3119
NLA12_OH_105,1,8635,9/18/2012,303.7,Region_5,Indian Lake,5,5080001,40.49553571,_83.89988027,NLA12_OH_105,OH_NLA07RVT,1014130.101,400356.5173
NLA12_OH_106,1,8256,8/27/2012,241.93,Region_5,Caldwell Lake,5,5030201,39.77597099,_81.52247236,NLA12_OH_106,OH_NLA07RVT,1224202.64,348517.7093
NLA12_OH_107,1,8075,8/20/2012,328.39,Region_5,Mogadore Reservoir,4,4110002,41.05750722,_81.34450481,NLA12_OH_107,OH_NLA07RVT,1217081.924,492676.074
NLA12_OH_108,,,,263.35,Region_5,,4,4100003,41.47316526,_84.69674054,NLA12_OH_108,OH_NLA12NEW,934680.8511,500826.9896
NLA12_OH_109,,,,274.43,Region_5,B and O Railroad Pond 1026_001,4,4100012,41.06416981,_82.75733842,NLA12_OH_109,OH_NLA12NEW,1100449.355,476186.6899
NLA12_OH_110,,,,328.01,Region_5,Arrowhead Lake,5,5030103,40.90461914,_80.69270586,NLA12_OH_110,OH_NLA12NEW,1273498.081,484309.5697
NLA12_OH_111,,,,258.15,Region_5,,5,5030202,38.9528633,_82.20816436,NLA12_OH_111,OH_NLA12NEW,1179979.846,248614.4145
NLA12_OH_112,1,8423,9/6/2012,226.89,Region_5,Beaver Creek Upground Reservoir,4,4100011,41.23823423,_83.02039327,NLA12_OH_112,OH_NLA12NEW,1076073.875,492477.353
NLA12_OH_113,1,8642,9/19/2012,331.22,Region_5,Vandergrift Lake,5,5040001,40.76004634,_81.10117086,NLA12_OH_113,OH_NLA12NEW,1242326.248,462916.3709
NLA12_OH_114,,,,257.84,Region_5,,5,5090202,39.0360251,_84.17612561,NLA12_OH_114,OH_NLA12NEW,1011394.133,235160.9036
NLA12_OH_115,1,8207,8/23/2012,240.23,Region_5,Durbin Run,5,5030204,39.65347461,_82.47378134,NLA12_OH_115,OH_NLA12NEW,1146271.529,323074.6105
NLA12_OH_116,,,,198,Region_5,,4,4100009,41.62221786,_83.75057521,NLA12_OH_116,OH_NLA12NEW,1010359.305,527063.5476
NLA12_OH_117,,,,354.6,Region_5,Restful Lake,4,4110002,41.46623168,_81.21561827,NLA12_OH_117,OH_NLA12NEW,1220609.732,539537.3061
NLA12_OH_118,1,7232,7/17/2012,269.65,Region_5,Killdeer Upground Reservoir,4,4100011,40.70340664,_83.37874497,NLA12_OH_118,OH_NLA12NEW,1054472.404,429114.8611
NLA12_OH_118,2,8169,8/21/2012,269.65,Region_5,Killdeer Upground Reservoir,4,4100011,40.70340664,_83.37874497,NLA12_OH_118,OH_NLA12NEW,1054472.404,429114.8611
NLA12_OH_119,,,,296.87,Region_5,,5,5040004,40.11381761,_81.94254126,NLA12_OH_119,OH_NLA12NEW,1183366.235,380626.4439
NLA12_OH_120,,,,303.43,Region_5,Montville Lakes 1016_008,4,4110001,41.10822079,_81.79715882,NLA12_OH_120,OH_NLA12NEW,1178930.116,492582.7163
NLA12_OH_121,,,,342.76,Region_5,,4,4110002,41.21616212,_81.33717419,NLA12_OH_121,OH_NLA12NEW,1214956.023,510322.1098
NLA12_OH_122,1,8487,9/13/2012,287.29,Region_5,Mystic Lake,5,5080002,39.66169251,_84.64620693,NLA12_OH_122,OH_NLA12NEW,963022.1329,299877.8063
NLA12_OH_123,,,,332.32,Region_5,Unnamed,5,5040001,40.26114709,_81.3866257,NLA12_OH_123,OH_NLA12NEW,1227273.061,403996.0218
NLA12_OH_124,,,,207.69,Region_5,,4,4100009,41.29328911,_84.3146514,NLA12_OH_124,OH_NLA12NEW,968589.0429,484665.602
NLA12_OH_125,,,,312.72,Region_5,,5,5030103,41.4612227,_80.71620165,NLA12_OH_125,OH_NLA12NEW,1261581.504,545505.8609
NLA12_OH_126,,,,197.12,Region_5,,5,5090202,39.38519869,_84.09299131,NLA12_OH_126,OH_NLA12NEW,1013577.71,274876.5203
NLA12_OH_127,1,7294,7/19/2012,211.53,Region_5,Jackson City Reservoir,5,5060002,39.05604224,_82.69067345,NLA12_OH_127,OH_NLA12NEW,1137358.987,254178.7234
NLA12_OH_128,,,,175.67,Region_5,,4,4100009,41.69874892,_83.4380825,NLA12_OH_128,OH_NLA12NEW,1034857.217,538917.4712
NLA12_OH_129,,,,324.18,Region_5,,5,5040001,40.84309279,_81.33115578,NLA12_OH_129,OH_NLA12NEW,1221873.022,469122.8043
NLA12_OH_130,,,,262.33,Region_5,,5,5090201,38.97562466,_83.90075346,NLA12_OH_130,OH_NLA12NEW,1035682.63,231410.4873
NLA12_OH_131,,,,292.57,Region_5,,5,5040004,39.67965333,_82.19359987,NLA12_OH_131,OH_NLA12NEW,1169425.072,329391.6117
NLA12_OH_132,,,,282.1,Region_5,Unnamed,4,4110001,41.13191957,_82.31717639,NLA12_OH_132,OH_NLA12NEW,1135688.908,488874.8316
NLA12_OH_133,,,,352.01,Region_5,,4,4110002,41.32535948,_81.25689283,NLA12_OH_133,OH_NLA12NEW,1219665.953,523428.8276
NLA12_OH_134,1,7652,8/2/2012,275.41,Region_5,Swift Run Lake,5,5080001,40.17663921,_84.26522022,NLA12_OH_134,OH_NLA12NEW,988068.7315,361063.6583
NLA12_OH_135,,,,326.06,Region_5,Farmerstown Lake,5,5040001,40.48302386,_81.72969408,NLA12_OH_135,OH_NLA12NEW,1194962.389,424192.9784
NLA12_OH_136,1,7105,7/11/2012,257.95,Region_5,Spencer Lake,4,4110001,41.11051556,_82.08387214,NLA12_OH_136,OH_NLA12NEW,1155265.643,489315.7262
NLA12_OH_137,1,7637,8/2/2012,293.92,Region_5,Summit Lake,5,5040001,41.05566632,_81.54576139,NLA12_OH_137,OH_NLA12NEW,1200529.565,489912.4147
NLA12_OH_R02,1,7528,7/30/2012,325.04,Region_5,CRYSTAL LAKE,5,5030103,41.13160512,_81.23283319,NLA12_OH_R02,OH_NLA12NEW,1224997.354,502308.0583
NLA12_OH_R03,1,8403,9/5/2012,340.58,Region_5,LAKE KELSO,4,4110002,41.44474462,_81.17478031,NLA12_OH_R03,,1224327.649,537686.7502
NLA12_OK_101,1,6550,6/12/2012,281.09,Region_6,Lake Konawa,11,11090202,34.95361555,_96.71815923,OK520600010100_00,OK_NLA07RVT_OKSF_GT500,_65044.33875,_284929.3231
NLA12_OK_101,2,8482,9/11/2012,281.09,Region_6,Lake Konawa,11,11090202,34.95361555,_96.71815923,OK520600010100_00,OK_NLA07RVT_OKSF_GT500,_65044.33875,_284929.3231
NLA12_OK_102,1,8462,9/4/2012,408.86,Region_6,Fort Cobb Reservoir,11,11130302,35.19672054,_98.48298246,OK310830060020_00,OK_NLA07RVT_OKSF_GT500,_224151.9094,_255044.7071
NLA12_OK_103,1,6919,7/2/2012,220.49,Region_6,Keystone Reservoir,11,11050003,36.15061114,_96.43967025,OK621200010020_00,OK_NLA07RVT_OKSF_GT500,_39201.65815,_151091.2383
NLA12_OK_104,1,6669,6/19/2012,217.74,Region_6,Skiatook Lake,11,11070107,36.38379515,_96.26625326,OK121300040080_00,OK_NLA07RVT_OKSF_GT500,_23666.42028,_125031.3202
NLA12_OK_105,1,7023,7/9/2012,378.73,Region_6,Lake Overholser,11,11100301,35.49939033,_97.67805883,OK520520000300_00,OK_NLA07RVT_OKSF_GT500,_150898.4448,_222765.214
NLA12_OK_106,1,7028,7/9/2012,492.49,Region_6,Canton Lake,11,11100301,36.11465874,_98.59889361,OK720500010020_00,OK_NLA07RVT_OKSF_GT500,_231803.2891,_152038.5705
NLA12_OK_107,1,7959,8/14/2012,182.13,Region_6,Tenkiller Ferry Lake,11,11110103,35.75411523,_94.91494418,OK121700020020_00,OK_NLA07RVT_OKSF_GT500,97250.36755,_195025.8439
NLA12_OK_108,1,6555,6/11/2012,236.95,Region_6,Okemah Lake,11,11100303,35.52319529,_96.31116548,OK520700020290_00,OK_NLA07RVT_OKSF_GT500,_27974.0507,_221386.997
NLA12_OK_109,1,6695,6/20/2012,266.81,Region_6,Bluestem Lake,11,11070107,36.70544343,_96.4191085,OK121300030300_00,OK_NLA07RVT_OKSF_GT500,_37094.26812,_88950.76161
NLA12_OK_116,,,,161.11,Region_6,Newt Graham Lake,11,11070105,36.06597592,_95.54797252,OK121500020130_00,OK_NLA07RVT_OKSF_LT500,40348.5226,_160564.3929
NLA12_OK_117,1,7059,7/10/2012,418.38,Region_6,Lake Rolla,11,11100301,35.52878479,_98.02611684,OK520530000100_00,OK_NLA07RVT_OKSF_LT500,_182122.8734,_218865.5914
NLA12_OK_118,1,6270,5/23/2012,499.88,Region_6,Lake Hobart,11,11120303,35.17438787,_99.07748881,OK311500030060_00,OK_NLA07RVT_OKSF_LT500,_277885.0983,_255972.4877
NLA12_OK_119,1,7402,7/24/2012,245.42,Region_6,Jean Neustadt,11,11130303,34.28477821,_97.17097192,OK310800030140_00,OK_NLA07RVT_OKSF_LT500,_106975.9993,_359318.7661
NLA12_OK_120,1,6668,6/19/2012,230.56,Region_6,Hudson Lake,11,11070106,36.82300133,_96.04758798,OK121400020090_00,OK_NLA07RVT_OKSF_LT500,_4205.3138,_75860.75254
NLA12_OK_121,1,6525,6/11/2012,255.6,Region_6,Cushing Lake,11,11050003,35.99293158,_96.87367696,OK620900020120_00,OK_NLA07RVT_OKSF_LT500,_78059.8642,_168481.4237
NLA12_OK_122,1,6236,5/21/2012,310.31,Region_6,Dave Boyer Lake,11,11130202,34.37372835,_98.33928249,OK311300010080_00,OK_NLA07RVT_OKSF_LT500,_213447.9189,_347405.7261
NLA12_OK_132,1,7739,8/7/2012,354.89,Region_6,Rush Creek,11,11130303,34.72904176,_97.77302237,NLA12_OK_132,OK_NLA07RVT_NotOKSF,_161045.1508,_308795.1994
NLA12_OK_133,1,8358,9/4/2012,277.48,Region_6,Lower Black Bear Creek,11,11060006,36.38726912,_96.8232291,NLA12_OK_133,OK_NLA07RVT_NotOKSF,_73170.07175,_124358.4246
NLA12_OK_134,1,6646,6/18/2012,223.61,Region_6,Hulah Lake,11,11070106,36.93107268,_96.1029813,OK121400030020_00,OK_NLA12NEW_OKSF_GT500,_9087.257175,_63748.28722
NLA12_OK_135,1,6556,6/11/2012,201.28,Region_6,Lake Henryetta,11,11100303,35.41220255,_95.92927589,OK520700010180_00,OK_NLA12NEW_OKSF_GT500,6367.41615,_233854.3817
NLA12_OK_284,,,,579.4,Region_6,,11,11040008,36.97558848,_99.86458802,NLA12_OK_284,OK_NLA12NEW_NotOKSF,_340721.5773,_51836.57577
NLA12_OK_285,1,8463,9/10/2012,254.51,Region_6,Unnamed (OK 123016),11,11140104,34.67080796,_96.65199926,NLA12_OK_285,OK_NLA12NEW_NotOKSF,_59269.31276,_316607.6999
NLA12_OK_286,1,8393,9/5/2012,293.53,Region_6,Unnamed,11,11060006,36.39702172,_97.27510708,NLA12_OK_286,OK_NLA12NEW_NotOKSF,_113317.153,_122822.7047
NLA12_OK_287,,,,210.82,Region_6,,11,11070107,36.29037105,_95.82740713,NLA12_OK_287,OK_NLA12NEW_NotOKSF,15360.25725,_135514.839
NLA12_OK_288,1,7598,8/1/2012,212.74,Region_6,Unnamed,11,11140102,34.22797787,_96.41805312,NLA12_OK_288,OK_NLA12NEW_NotOKSF,_38220.68323,_366243.6888
NLA12_OK_289,,,,554.34,Region_6,,11,11120302,35.26915265,_99.55239195,NLA12_OK_289,OK_NLA12NEW_NotOKSF,_320352.0075,_243879.035
NLA12_OK_290,,,,388.19,Region_6,Bitter Creek St 08B,11,11130302,35.21483403,_97.79121516,NLA12_OK_290,OK_NLA12NEW_NotOKSF,_161673.0508,_254422.4194
NLA12_OK_291,1,6551,6/12/2012,143.05,Region_6,Sally Jones Lake,11,11110104,35.45432098,_94.98689489,NLA12_OK_291,OK_NLA12NEW_NotOKSF,91159.66458,_228656.4633
NLA12_OK_292,1,7764,8/8/2012,363.43,Region_6,Wildhorse Creek St 23,11,11130303,34.6436102,_97.85282397,NLA12_OK_292,OK_NLA12NEW_NotOKSF,_168478.986,_318210.5204
NLA12_OK_293,1,6318,5/29/2012,552.54,Region_6,Soldier Creek St 3,11,11130302,35.44629551,_99.28949259,NLA12_OK_293,OK_NLA12NEW_NotOKSF,_295967.6499,_224917.8453
NLA12_OK_294,,,,318.6,Region_6,,11,11130203,34.41798755,_98.48163499,NLA12_OK_294,OK_NLA12NEW_NotOKSF,_226304.7967,_342129.2436
NLA12_OK_295,,,,211.77,Region_6,,11,11100303,35.35925508,_95.95485296,NLA12_OK_295,OK_NLA12NEW_NotOKSF,4067.483667,_239782.0203
NLA12_OK_296,1,7286,7/16/2012,230.81,Region_6,Unnamed (OK 063017),11,11100302,35.17758601,_96.36676849,NLA12_OK_296,OK_NLA12NEW_NotOKSF,_33122.07285,_260050.4968
NLA12_OK_297,,,,240.88,Region_6,,11,11100303,35.61992948,_96.79623201,NLA12_OK_297,OK_NLA12NEW_NotOKSF,_71490.52035,_210304.4015
NLA12_OK_298,,,,189.39,Region_6,Unnamed,11,11070209,36.43239894,_95.15946704,NLA12_OK_298,OK_NLA12NEW_NotOKSF,74663.31962,_119289.9955
NLA12_OK_299,1,7262,7/18/2012,152.43,Region_6,Unnamed,11,11110104,35.15514114,_94.98833478,NLA12_OK_299,OK_NLA12NEW_NotOKSF,91386.54813,_262139.6512
NLA12_OK_299,2,8503,9/12/2012,152.43,Region_6,Unnamed,11,11110104,35.15514114,_94.98833478,NLA12_OK_299,OK_NLA12NEW_NotOKSF,91386.54813,_262139.6512
NLA12_OK_300,,,,843.56,Region_6,,11,11100102,36.64367922,_100.8687399,NLA12_OK_300,OK_NLA12NEW_NotOKSF,_431087.5174,_84906.91173
NLA12_OK_301,,,,286.86,Region_6,Unnamed,11,11130201,34.19435614,_98.21065712,NLA12_OK_301,OK_NLA12NEW_NotOKSF,_202180.1082,_367734.5885
NLA12_OK_302,1,7106,7/11/2012,307.32,Region_6,Indian Hills Lake,11,11060001,36.66779936,_96.99672664,NLA12_OK_302,OK_NLA12NEW_NotOKSF,_88260.73605,_92787.03587
NLA12_OK_303,,,,213.68,Region_6,,11,11070106,36.36287209,_95.92337067,NLA12_OK_303,OK_NLA12NEW_NotOKSF,6813.2396,_127405.3447
NLA12_OK_304,,,,316.78,Region_6,Unnamed,11,11130303,34.51436493,_97.71276686,NLA12_OK_304,OK_NLA12NEW_NotOKSF,_156005.3911,_332901.2974
NLA12_OK_305,,,,604.98,Region_6,,11,11130301,35.8175042,_99.53818427,NLA12_OK_305,OK_NLA12NEW_NotOKSF,_316786.5198,_182585.8881
