UID,PUBLICATION_DATE,SITE_ID,DATE_COL,VISIT_NO,AG_ECO9,EPA_REG,STATE,CHEM_NOT_COLLECTED,WCHL_NOT_COLLECTED,LAB,MATRIX,SAM_CODE,CHEM_DATE_RECEIVED,CHEM_LAB_SAMPLE_ID,AMMONIA_N_BATCH_ID,AMMONIA_N_DATE_ANALYZED,AMMONIA_N_DILUTION_FACTOR,AMMONIA_N_HOLDING_TIME,AMMONIA_N_MDL,AMMONIA_N_NARS_FLAG,AMMONIA_N_QA_FLAG,AMMONIA_N_RESULT,AMMONIA_N_RL,AMMONIA_N_UNITS,ANC_BATCH_ID,ANC_DATE_ANALYZED,ANC_HOLDING_TIME,ANC_MDL,ANC_NARS_FLAG,ANC_QA_FLAG,ANC_RESULT,ANC_RL,ANC_UNITS,CALCIUM_BATCH_ID,CALCIUM_DATE_ANALYZED,CALCIUM_DILUTION_FACTOR,CALCIUM_HOLDING_TIME,CALCIUM_MDL,CALCIUM_NARS_FLAG,CALCIUM_QA_FLAG,CALCIUM_RESULT,CALCIUM_RL,CALCIUM_UNITS,CHLORIDE_BATCH_ID,CHLORIDE_DATE_ANALYZED,CHLORIDE_DILUTION_FACTOR,CHLORIDE_HOLDING_TIME,CHLORIDE_MDL,CHLORIDE_NARS_FLAG,CHLORIDE_QA_FLAG,CHLORIDE_RESULT,CHLORIDE_RL,CHLORIDE_UNITS,COLOR_BATCH_ID,COLOR_DATE_ANALYZED,COLOR_HOLDING_TIME,COLOR_MDL,COLOR_NARS_FLAG,COLOR_QA_FLAG,COLOR_RESULT,COLOR_RL,COLOR_UNITS,COND_BATCH_ID,COND_DATE_ANALYZED,COND_HOLDING_TIME,COND_MDL,COND_NARS_FLAG,COND_QA_FLAG,COND_RESULT,COND_RL,COND_UNITS,DOC_BATCH_ID,DOC_DATE_ANALYZED,DOC_DILUTION_FACTOR,DOC_HOLDING_TIME,DOC_MDL,DOC_NARS_FLAG,DOC_QA_FLAG,DOC_RESULT,DOC_RL,DOC_UNITS,MAGNESIUM_BATCH_ID,MAGNESIUM_DATE_ANALYZED,MAGNESIUM_DILUTION_FACTOR,MAGNESIUM_HOLDING_TIME,MAGNESIUM_MDL,MAGNESIUM_NARS_FLAG,MAGNESIUM_QA_FLAG,MAGNESIUM_RESULT,MAGNESIUM_RL,MAGNESIUM_UNITS,NITRATE_N_BATCH_ID,NITRATE_N_DATE_ANALYZED,NITRATE_N_DILUTION_FACTOR,NITRATE_N_HOLDING_TIME,NITRATE_N_MDL,NITRATE_N_NARS_FLAG,NITRATE_N_QA_FLAG,NITRATE_N_RESULT,NITRATE_N_RL,NITRATE_N_UNITS,NITRATE_NITRITE_N_BATCH_ID,NITRATE_NITRITE_N_DATE_ANALYZED,NITRATE_NITRITE_N_HOLDING_TIME,NITRATE_NITRITE_N_MDL,NITRATE_NITRITE_N_NARS_FLAG,NITRATE_NITRITE_N_QA_FLAG,NITRATE_NITRITE_N_RESULT,NITRATE_NITRITE_N_RL,NITRATE_NITRITE_N_UNITS,NITRITE_N_BATCH_ID,NITRITE_N_DATE_ANALYZED,NITRITE_N_DILUTION_FACTOR,NITRITE_N_HOLDING_TIME,NITRITE_N_MDL,NITRITE_N_NARS_FLAG,NITRITE_N_QA_FLAG,NITRITE_N_RESULT,NITRITE_N_RL,NITRITE_N_UNITS,NTL_BATCH_ID,NTL_DATE_ANALYZED,NTL_DISS_BATCH_ID,NTL_DISS_DATE_ANALYZED,NTL_DISS_HOLDING_TIME,NTL_DISS_MDL,NTL_DISS_NARS_FLAG,NTL_DISS_QA_FLAG,NTL_DISS_RESULT,NTL_DISS_UNITS,NTL_HOLDING_TIME,NTL_MDL,NTL_NARS_FLAG,NTL_QA_FLAG,NTL_RESULT,NTL_RL,NTL_UNITS,PH_BATCH_ID,PH_DATE_ANALYZED,PH_HOLDING_TIME,PH_NARS_FLAG,PH_QA_FLAG,PH_RESULT,PH_UNITS,POTASSIUM_BATCH_ID,POTASSIUM_DATE_ANALYZED,POTASSIUM_DILUTION_FACTOR,POTASSIUM_HOLDING_TIME,POTASSIUM_MDL,POTASSIUM_NARS_FLAG,POTASSIUM_QA_FLAG,POTASSIUM_RESULT,POTASSIUM_RL,POTASSIUM_UNITS,PTL_BATCH_ID,PTL_DATE_ANALYZED,PTL_DISS_BATCH_ID,PTL_DISS_DATE_ANALYZED,PTL_DISS_HOLDING_TIME,PTL_DISS_MDL,PTL_DISS_NARS_FLAG,PTL_DISS_QA_FLAG,PTL_DISS_RESULT,PTL_DISS_UNITS,PTL_HOLDING_TIME,PTL_MDL,PTL_NARS_FLAG,PTL_QA_FLAG,PTL_RESULT,PTL_RL,PTL_UNITS,SILICA_BATCH_ID,SILICA_DATE_ANALYZED,SILICA_HOLDING_TIME,SILICA_MDL,SILICA_NARS_FLAG,SILICA_QA_FLAG,SILICA_RESULT,SILICA_RL,SILICA_UNITS,SODIUM_BATCH_ID,SODIUM_DATE_ANALYZED,SODIUM_DILUTION_FACTOR,SODIUM_HOLDING_TIME,SODIUM_MDL,SODIUM_NARS_FLAG,SODIUM_QA_FLAG,SODIUM_RESULT,SODIUM_RL,SODIUM_UNITS,SULFATE_BATCH_ID,SULFATE_DATE_ANALYZED,SULFATE_DILUTION_FACTOR,SULFATE_HOLDING_TIME,SULFATE_MDL,SULFATE_NARS_FLAG,SULFATE_QA_FLAG,SULFATE_RESULT,SULFATE_RL,SULFATE_UNITS,TKN_BATCH_ID,TKN_DATE_ANALYZED,TKN_HOLDING_TIME,TKN_MDL,TKN_NARS_FLAG,TKN_QA_FLAG,TKN_RESULT,TKN_RL,TKN_UNITS,TSS_BATCH_ID,TSS_DATE_ANALYZED,TSS_HOLDING_TIME,TSS_MDL,TSS_NARS_FLAG,TSS_QA_FLAG,TSS_RESULT,TSS_RL,TSS_UNITS,TURB_BATCH_ID,TURB_DATE_ANALYZED,TURB_HOLDING_TIME,TURB_MDL,TURB_NARS_FLAG,TURB_QA_FLAG,TURB_RESULT,TURB_RL,TURB_UNITS,WCHL_DATE_RECEIVED,WCHL_LAB_SAMPLE_ID,CHLA_BATCH_ID,CHLA_DATE_ANALYZED,CHLA_HOLDING_TIME,CHLA_MDL,CHLA_NARS_FLAG,CHLA_RESULT,CHLA_RL,CHLA_UNITS,CHLA_VOLUME_FILTERED,PHEO_BATCH_ID,PHEO_DATE_ANALYZED,PHEO_HOLDING_TIME,PHEO_NARS_FLAG,PHEO_RESULT,PHEO_RL,NtoP,NO3toP
2014238,4/28/2021,NRS18_MN_10017,7/30/2019,1,UMW,Region_05,MN,,,WRS,WATER,REGULAR,1,0,190731.1,31-Jul-19,1,1,0.001,,,0.005,0.004,mg N/L,190731.1,31-Jul-19,1,,,,568.32,,uEQ/L,191203.2,03-Dec-19,1,126,0.007,,,8.638,0.024,mg/L,190801.1,01-Aug-19,1,2,0.002,,,2.043,0.005,mg/L,190731,31-Jul-19,1,,,,40,,APHA PT-CO,190731.1,31-Jul-19,1,,,,73.73,2,uS/cm at 25 C,190807.1,07-Aug-19,1,8,0.022,,,9.27,0.2,mg/L,191203.2,03-Dec-19,1,126,0.004,,,2.769,0.002,mg/L,190801.1,01-Aug-19,1,2,3.00E-04,,,0,0.0025,mg N/L,,,,,,,,,,190801.1,01-Aug-19,1,2,2.00E-04,,,0,0.001,mg N/L,190806.1,06-Aug-19,190802.2,02-Aug-19,3,0.008,,,0.343,mg N/L,7,0.008,,,0.411,0.02,mg N/L,190731.1,31-Jul-19,1,,,7.79,Std. Units,191203.2,03-Dec-19,1,126,0.031,,,0.759,0.054,mg/L,190806.1,06-Aug-19,190802.2,02-Aug-19,3,2.5,,,7.028,ug/L,7,2.5,,,21.025,4,ug/L,190805.1,05-Aug-19,6,0.001,,,4.129,0.01,mg/L,191203.2,03-Dec-19,1,126,0.009,,,2.839,0.006,mg/L,190801.1,01-Aug-19,1,2,0.001,,,3.487,0.08,mg/L,,,,,,,,,,190731.1,31-Jul-19,1,,,,4.1,2,mg/L,190731.1,31-Jul-19,1,,,,4.35,1,NTU,7/31/2019,,190807.1,8/7/2019,8,0.24,,10.03,,ug/L,750,,,,,,,0.019548157,0
2014239,4/28/2021,NRS18_WI_10992,7/30/2019,1,TPL,Region_05,WI,,,WSLOH,WATER,REGULAR,1,1,165862,8/8/2019,,9,0.015,L,L,0.0177,0.048,mg N/L,165364,8/6/2019,7,400,L,>L,4700,400,ueq/L,165539,8/7/2019,,8,0.1,L,>L,55.1,0.3,mg/L,165605,8/7/2019,,8,1,L,>L,54.4,3.2,mg/L,165131,8/1/2019,2,5,L,>L,50,5,APHA PT-CO,165364,8/6/2019,7,10,L,>L,595,10,uS/cm,166133,8/13/2019,,14,0.4,L,>L,12.5,1.3,mg/L,165539,8/7/2019,,8,0.1,L,>L,36,0.3,mg/L,165862,8/8/2019,,9,0.3,ND,ND,,1,,165862,8/8/2019,9,0.036,ND,ND,,0.12,,165019,7/31/2019,,1,0.002,L,>L,0.0153,0.007,mg N/L,170461,9/17/2019,,,,,,,,,49,0.15,L,>L,2.18,0.5,mg N/L,165364,8/6/2019,7,,,8.99,Std. Units,165539,8/7/2019,,8,0.2,L,>L,3.83,0.6,mg/L,165253,8/2/2019,,,,,,,,,3,8,L,>L,287,27,ug/L,166759,8/19/2019,20,0.1,L,>L,1.66,0.32,mg/L,165539,8/7/2019,,8,0.2,L,>L,28.6,0.6,mg/L,167190,8/22/2019,,23,2.3,L,>L,20.8,7.7,mg/L,,,,,,,,,,165236,8/2/2019,2,3.3,L,>L,60,3.3,mg/L,165132,8/1/2019,2,0.1,L,>L,36.7,0.1,NTU,,,,,,,,,,,,,,,,,,0.007595819,0
2014240,4/28/2021,NRS18_CO_RF006,7/30/2019,1,,Region_08,CO,,,WRS,WATER,REGULAR,1,0,190807.1,07-Aug-19,1,8,0.001,,,0.003,0.004,mg N/L,190801.1,01-Aug-19,2,,,,127.48,,uEQ/L,191204.1,04-Dec-19,1,127,0.007,,,9.354,0.024,mg/L,190802.1,02-Aug-19,1,3,0.002,,,0.193,0.005,mg/L,190801,01-Aug-19,2,,,,5,,APHA PT-CO,190801.1,01-Aug-19,2,,,,80.39,2,uS/cm at 25 C,190807.1,07-Aug-19,1,8,0.022,,,0.84,0.2,mg/L,191204.1,04-Dec-19,1,127,0.004,,,1.559,0.002,mg/L,190802.1,02-Aug-19,1,3,3.00E-04,,,0.1595,0.0025,mg N/L,,,,,,,,,,190802.1,02-Aug-19,1,3,2.00E-04,,,9.00E-04,0.001,mg N/L,190809.2,09-Aug-19,190807.1,07-Aug-19,8,0.008,,,0.185,mg N/L,10,0.008,,,0.191,0.02,mg N/L,190801.1,01-Aug-19,2,,,7.22,Std. Units,191204.1,04-Dec-19,1,127,0.031,,,0.549,0.054,mg/L,190809.2,09-Aug-19,190807.1,07-Aug-19,8,2.5,,,6.295,ug/L,10,2.5,,,9.008,4,ug/L,190805.2,05-Aug-19,6,0.001,,,8.33,0.01,mg/L,191204.1,04-Dec-19,1,127,0.009,,,1.926,0.006,mg/L,190802.1,02-Aug-19,1,3,0.001,,,23.502,0.08,mg/L,,,,,,,,,,190802.1,02-Aug-19,3,,,,1.1,2,mg/L,190801.1,01-Aug-19,2,,,,0.76,1,NTU,8/1/2019,,190807.1,8/7/2019,8,0.24,,0.52,,ug/L,1750,,,,,,,0.021203375,0.017706483
2014241,4/28/2021,NRS18_ME_10010,7/30/2019,1,NAP,Region_01,ME,,,WRS,WATER,REGULAR,1,0,190731.1,31-Jul-19,1,1,0.001,,,0.015,0.004,mg N/L,190731.1,31-Jul-19,1,,,,323.98,,uEQ/L,191204.1,04-Dec-19,1,127,0.007,,,6.033,0.024,mg/L,190801.1,01-Aug-19,1,2,0.002,,,11.714,0.005,mg/L,190801,01-Aug-19,2,,,,20,,APHA PT-CO,190731.1,31-Jul-19,1,,,,80.37,2,uS/cm at 25 C,190807.1,07-Aug-19,1,8,0.022,,,3.41,0.2,mg/L,191204.1,04-Dec-19,1,127,0.004,,,0.93,0.002,mg/L,190801.1,01-Aug-19,1,2,3.00E-04,,,0.0221,0.0025,mg N/L,,,,,,,,,,190801.1,01-Aug-19,1,2,2.00E-04,,,0.0013,0.001,mg N/L,190806.1,06-Aug-19,190807.1,07-Aug-19,8,0.008,,,0.181,mg N/L,7,0.008,,,0.225,0.02,mg N/L,190731.1,31-Jul-19,1,,,7.43,Std. Units,191204.1,04-Dec-19,1,127,0.031,,,0.573,0.054,mg/L,190806.1,06-Aug-19,190807.1,07-Aug-19,8,2.5,,,8.985,ug/L,7,2.5,,,13.74,4,ug/L,190805.1,05-Aug-19,6,0.001,,,3.893,0.01,mg/L,191204.1,04-Dec-19,1,127,0.009,,,7.413,0.006,mg/L,190801.1,01-Aug-19,1,2,0.001,,,1.781,0.08,mg/L,,,,,,,,,,190731.1,31-Jul-19,1,,,,0.5,2,mg/L,190731.1,31-Jul-19,1,,,,1.3,1,NTU,7/31/2019,,190807.1,8/7/2019,8,0.24,,1.19,,ug/L,1000,,,,,,,0.016375546,0.001608443
2014242,4/28/2021,NRS18_TX_10015,7/29/2019,1,SPL,Region_06,TX,,,WRS,WATER,REGULAR,1,0,190731.1,31-Jul-19,1,2,0.001,,,0.021,0.004,mg N/L,190731.1,31-Jul-19,2,,,,2877.93,,uEQ/L,191203.2,03-Dec-19,2,127,0.007,,,63.444,0.024,mg/L,190801.1,01-Aug-19,2,3,0.002,,,72.102,0.005,mg/L,190801,01-Aug-19,3,,,,4,,APHA PT-CO,190731.1,31-Jul-19,2,,,,755.72,2,uS/cm at 25 C,190807.1,07-Aug-19,1,9,0.022,,,1.78,0.2,mg/L,191203.2,03-Dec-19,2,127,0.004,,,13.947,0.002,mg/L,190801.1,01-Aug-19,2,3,3.00E-04,,,0.1605,0.0025,mg N/L,,,,,,,,,,190801.1,01-Aug-19,2,3,2.00E-04,,,0.0057,0.001,mg N/L,190806.1,06-Aug-19,190802.2,02-Aug-19,4,0.008,,,0.384,mg N/L,8,0.008,,,0.493,0.02,mg N/L,190731.1,31-Jul-19,2,,,8.31,Std. Units,191203.2,03-Dec-19,2,127,0.031,,,2.946,0.054,mg/L,190806.1,06-Aug-19,190802.2,02-Aug-19,4,2.5,,,15.804,ug/L,8,2.5,,,40.211,4,ug/L,190805.2,05-Aug-19,7,0.001,,,14.273,0.01,mg/L,191203.2,03-Dec-19,2,127,0.009,,,60.955,0.006,mg/L,190801.1,01-Aug-19,2,3,0.001,,,122.561,0.08,mg/L,,,,,,,,,,190731.1,31-Jul-19,2,,,,24.4,2,mg/L,190731.1,31-Jul-19,2,,,,17.18,1,NTU,7/31/2019,,190807.1,8/7/2019,9,0.24,,5.47,,ug/L,352,,,,,,,0.012260327,0.003991445
2014243,4/28/2021,NRS18_KS_10099,7/30/2019,1,SPL,Region_07,KS,,,WRS,WATER,REGULAR,1,0,190807.1,07-Aug-19,1,8,0.001,,,0.011,0.004,mg N/L,190801.1,01-Aug-19,2,,,,5862.09,,uEQ/L,191204.1,04-Dec-19,5,127,0.007,,,185.44,0.024,mg/L,190802.1,02-Aug-19,5,3,0.002,,,86.657,0.005,mg/L,190801,01-Aug-19,2,,,,10,,APHA PT-CO,190801.1,01-Aug-19,2,,,,1433.32,2,uS/cm at 25 C,190807.1,07-Aug-19,1,8,0.022,,,2.89,0.2,mg/L,191204.1,04-Dec-19,5,127,0.004,,,51.352,0.002,mg/L,190802.1,02-Aug-19,5,3,3.00E-04,,,3.3074,0.0025,mg N/L,,,,,,,,,,190802.1,02-Aug-19,5,3,2.00E-04,,,0.0261,0.001,mg N/L,190809.1,09-Aug-19,190813.1,13-Aug-19,14,0.008,,,3.575,mg N/L,10,0.008,,,3.6,0.02,mg N/L,190801.1,01-Aug-19,2,,,8.34,Std. Units,191204.1,04-Dec-19,5,127,0.031,,,3.888,0.054,mg/L,190809.1,09-Aug-19,190807.1,07-Aug-19,8,2.5,,,146.028,ug/L,10,2.5,,,224.95,4,ug/L,190805.2,05-Aug-19,6,0.001,,,12.763,0.01,mg/L,191204.1,04-Dec-19,5,127,0.009,,,69.167,0.006,mg/L,190802.1,02-Aug-19,5,3,0.001,,,335.867,0.08,mg/L,,,,,,,,,,190802.1,02-Aug-19,3,,,,45.8,2,mg/L,190801.1,01-Aug-19,2,,,,22.72,1,NTU,8/1/2019,,190807.1,8/7/2019,8,0.24,,36,,ug/L,350,,,,,,,0.016003556,0.014702823
2014244,4/28/2021,NRS18_IN_10015,7/30/2019,1,SAP,Region_05,IN,,,WRS,WATER,REGULAR,1,0,190807.1,07-Aug-19,1,8,0.001,,,0.014,0.004,mg N/L,190801.1,01-Aug-19,2,,,,4584.7,,uEQ/L,191204.1,04-Dec-19,2,127,0.007,,,71.389,0.024,mg/L,190802.1,02-Aug-19,2,3,0.002,,,70.322,0.005,mg/L,190801,01-Aug-19,2,,,,12,,APHA PT-CO,190801.1,01-Aug-19,2,,,,817.69,2,uS/cm at 25 C,190807.1,07-Aug-19,1,8,0.022,,,2.88,0.2,mg/L,191204.1,04-Dec-19,2,127,0.004,,,24.114,0.002,mg/L,190802.1,02-Aug-19,2,3,3.00E-04,,,1.6277,0.0025,mg N/L,,,,,,,,,,190802.1,02-Aug-19,2,3,2.00E-04,,,0.0113,0.001,mg N/L,190809.2,09-Aug-19,190813.1,13-Aug-19,14,0.008,,,1.966,mg N/L,10,0.008,,,2.321,0.02,mg N/L,190801.1,01-Aug-19,2,,,8.67,Std. Units,191204.1,04-Dec-19,2,127,0.031,,,4.178,0.054,mg/L,190809.2,09-Aug-19,190807.1,07-Aug-19,8,2.5,,,49.418,ug/L,10,2.5,,,127.258,4,ug/L,190805.2,05-Aug-19,6,0.001,,,6.882,0.01,mg/L,191204.1,04-Dec-19,2,127,0.009,,,55.579,0.006,mg/L,190802.1,02-Aug-19,2,3,0.001,,,68.152,0.08,mg/L,,,,,,,,,,190802.1,02-Aug-19,3,,,,28.7,2,mg/L,190801.1,01-Aug-19,2,,,,11.99,1,NTU,8/1/2019,,190807.1,8/7/2019,8,0.24,,69.6,,ug/L,250,,,,,,,0.018238539,0.012790551
2014245,4/28/2021,NRS18_WV_10001,7/30/2019,1,SAP,Region_03,WV,,,WRS,WATER,REGULAR,1,0,190807.1,07-Aug-19,1,8,0.001,,,0.011,0.004,mg N/L,190801.1,01-Aug-19,2,,,,1009.67,,uEQ/L,191204.1,04-Dec-19,1,127,0.007,,,20.852,0.024,mg/L,190802.1,02-Aug-19,1,3,0.002,,,1.694,0.005,mg/L,190801,01-Aug-19,2,,,,15,,APHA PT-CO,190801.1,01-Aug-19,2,,,,145.88,2,uS/cm at 25 C,190807.1,07-Aug-19,1,8,0.022,,,1.21,0.2,mg/L,191204.1,04-Dec-19,1,127,0.004,,,3.411,0.002,mg/L,190802.1,02-Aug-19,1,3,3.00E-04,,,0.0828,0.0025,mg N/L,,,,,,,,,,190802.1,02-Aug-19,1,3,2.00E-04,,,0.0014,0.001,mg N/L,190809.2,09-Aug-19,190807.1,07-Aug-19,8,0.008,,,0.16,mg N/L,10,0.008,,,0.176,0.02,mg N/L,190801.1,01-Aug-19,2,,,8.1,Std. Units,191204.1,04-Dec-19,1,127,0.031,,,1.376,0.054,mg/L,190809.2,09-Aug-19,190807.1,07-Aug-19,8,2.5,,,5.873,ug/L,10,2.5,,,9.671,4,ug/L,190805.2,05-Aug-19,6,0.001,,,4.714,0.01,mg/L,191204.1,04-Dec-19,1,127,0.009,,,1.836,0.006,mg/L,190802.1,02-Aug-19,1,3,0.001,,,16.348,0.08,mg/L,,,,,,,,,,190802.1,02-Aug-19,3,,,,2.1,2,mg/L,190801.1,01-Aug-19,2,,,,2.17,1,NTU,8/1/2019,,190807.1,8/7/2019,8,0.24,,0.92,,ug/L,750,,,,,,,0.018198738,0.008561679
2014246,4/28/2021,NRS18_IA_10027,7/30/2019,1,TPL,Region_07,IA,,,WRS,WATER,REGULAR,1,0,190807.1,07-Aug-19,1,8,0.001,,,0.008,0.004,mg N/L,190801.1,01-Aug-19,2,,,,6088.87,,uEQ/L,191204.1,04-Dec-19,2,127,0.007,,,87.077,0.024,mg/L,190802.1,02-Aug-19,2,3,0.002,,,17.461,0.005,mg/L,190801,01-Aug-19,2,,,,10,,APHA PT-CO,190801.1,01-Aug-19,2,,,,744.15,2,uS/cm at 25 C,190809.1,09-Aug-19,1,10,0.022,,,2.77,0.2,mg/L,191204.1,04-Dec-19,2,127,0.004,,,36.992,0.002,mg/L,190802.1,02-Aug-19,2,3,3.00E-04,,,8.5838,0.0025,mg N/L,,,,,,,,,,190802.1,02-Aug-19,2,3,2.00E-04,,,0.0108,0.001,mg N/L,190809.1,09-Aug-19,190813.1,13-Aug-19,14,0.008,,,9.3,mg N/L,10,0.008,,,8.688,0.02,mg N/L,190801.1,01-Aug-19,2,,,8.55,Std. Units,191204.1,04-Dec-19,2,127,0.031,,,1.941,0.054,mg/L,190809.2,09-Aug-19,190807.1,07-Aug-19,8,2.5,,,132.591,ug/L,10,2.5,,,225.096,4,ug/L,190805.2,05-Aug-19,6,0.001,,,21.874,0.01,mg/L,191204.1,04-Dec-19,2,127,0.009,,,11.107,0.006,mg/L,190802.1,02-Aug-19,2,3,0.001,,,47.204,0.08,mg/L,,,,,,,,,,190802.1,02-Aug-19,3,,,,95.9,2,mg/L,190801.1,01-Aug-19,2,,,,43.89,1,NTU,8/1/2019,,190807.1,8/7/2019,8,0.24,,3.7,,ug/L,500,,,,,,,0.038596865,0.038133952
2014247,4/28/2021,NRS18_OR_10005,7/30/2019,1,WMT,Region_10,OR,,,WRS,WATER,REGULAR,1,0,190807.1,07-Aug-19,1,8,0.001,,,0.004,0.004,mg N/L,190801.1,01-Aug-19,2,,,,156.36,,uEQ/L,191204.1,04-Dec-19,1,127,0.007,,,1.467,0.024,mg/L,190802.1,02-Aug-19,1,3,0.002,,,2.029,0.005,mg/L,190801,01-Aug-19,2,,,,10,,APHA PT-CO,190801.1,01-Aug-19,2,,,,25.22,2,uS/cm at 25 C,190807.1,07-Aug-19,1,8,0.022,,,0.45,0.2,mg/L,191204.1,04-Dec-19,1,127,0.004,,,0.608,0.002,mg/L,190802.1,02-Aug-19,1,3,3.00E-04,,,0.027,0.0025,mg N/L,,,,,,,,,,190802.1,02-Aug-19,1,3,2.00E-04,,,8.00E-04,0.001,mg N/L,190809.2,09-Aug-19,190807.1,07-Aug-19,8,0.008,,,0.058,mg N/L,10,0.008,,,0.05,0.02,mg N/L,190801.1,01-Aug-19,2,,,7.31,Std. Units,191204.1,04-Dec-19,1,127,0.031,,,0.287,0.054,mg/L,190809.2,09-Aug-19,190807.1,07-Aug-19,8,2.5,,,12.154,ug/L,10,2.5,,,12.864,4,ug/L,190805.2,05-Aug-19,6,0.001,,,6.848,0.01,mg/L,191204.1,04-Dec-19,1,127,0.009,,,2.387,0.006,mg/L,190802.1,02-Aug-19,1,3,0.001,,,0.909,0.08,mg/L,,,,,,,,,,190802.1,02-Aug-19,3,,,,0.4,2,mg/L,190801.1,01-Aug-19,2,,,,0.61,1,NTU,8/1/2019,,190807.1,8/7/2019,8,0.24,,0.43,,ug/L,2000,,,,,,,0.003886816,0.002098881
2014248,4/28/2021,NRS18_DE_10009,7/30/2019,1,CPL,Region_03,DE,,,WRS,WATER,REGULAR,1,0,190807.1,07-Aug-19,1,8,0.001,S,S,0.017,0.004,mg N/L,190802.1,02-Aug-19,3,,S,S,675.39,,uEQ/L,191204.1,04-Dec-19,1,127,0.007,S,S,8.774,0.024,mg/L,190802.1,02-Aug-19,1,3,0.002,S,S,22.355,0.005,mg/L,190802,02-Aug-19,3,,S,S,32,,APHA PT-CO,190802.1,02-Aug-19,3,,S,S,166.64,2,uS/cm at 25 C,190809.1,09-Aug-19,1,10,0.022,S,S,4.24,0.2,mg/L,191204.1,04-Dec-19,1,127,0.004,S,S,4.48,0.002,mg/L,190802.1,02-Aug-19,1,3,3.00E-04,S,S,0.4738,0.0025,mg N/L,,,,,,,,,,190802.1,02-Aug-19,1,3,2.00E-04,S,S,0.0059,0.001,mg N/L,190809.2,09-Aug-19,190807.1,07-Aug-19,8,0.008,S,S,0.755,mg N/L,10,0.008,S,S,1.591,0.02,mg N/L,190803.1,03-Aug-19,4,S;H,S;H,7.79,Std. Units,191204.1,04-Dec-19,1,127,0.031,S,S,4.007,0.054,mg/L,190809.2,09-Aug-19,190807.1,07-Aug-19,8,2.5,S,S,13.563,ug/L,10,2.5,S,S,119.645,4,ug/L,190806.1,06-Aug-19,7,0.001,S,S,0.073,0.01,mg/L,191204.1,04-Dec-19,1,127,0.009,S,S,14.642,0.006,mg/L,190802.1,02-Aug-19,1,3,0.001,S,S,6.421,0.08,mg/L,,,,,,,,,,190802.1,02-Aug-19,3,,S,S,31.7,2,mg/L,190802.1,02-Aug-19,3,,S,S,19.63,1,NTU,8/2/2019,,190813.1,8/13/2019,14,0.24,,136.37,,ug/L,250,,,,,,,0.013297672,0.003960048
2014249,4/28/2021,NRS18_MT_10010,7/30/2019,1,NPL,Region_08,MT,,,WRS,WATER,REGULAR,1,0,190807.1,07-Aug-19,1,8,0.001,,,0.019,0.004,mg N/L,190801.1,01-Aug-19,2,,,,8725.87,,uEQ/L,191204.1,04-Dec-19,5,127,0.007,,,28.981,0.024,mg/L,190802.1,02-Aug-19,5,3,0.002,,,4.217,0.005,mg/L,190801,01-Aug-19,2,,,,35,,APHA PT-CO,190801.1,01-Aug-19,2,,,,1273.86,2,uS/cm at 25 C,190807.1,07-Aug-19,1,8,0.022,,,12.3,0.2,mg/L,191204.1,04-Dec-19,5,127,0.004,,,45.789,0.002,mg/L,190802.1,02-Aug-19,5,3,3.00E-04,,,0.0053,0.0025,mg N/L,,,,,,,,,,190802.1,02-Aug-19,5,3,2.00E-04,,,0,0.001,mg N/L,190809.2,09-Aug-19,190807.1,07-Aug-19,8,0.008,,,0.745,mg N/L,10,0.008,,,1.031,0.02,mg N/L,190801.1,01-Aug-19,2,,,8.89,Std. Units,191204.1,04-Dec-19,5,127,0.031,,,8.946,0.054,mg/L,190809.2,09-Aug-19,190807.1,07-Aug-19,8,2.5,,,15.529,ug/L,10,2.5,,,83.004,4,ug/L,190805.2,05-Aug-19,6,0.001,,,6.188,0.01,mg/L,191204.1,04-Dec-19,5,127,0.009,,,214.059,0.006,mg/L,190802.1,02-Aug-19,5,3,0.001,,,233.516,0.08,mg/L,,,,,,,,,,190802.1,02-Aug-19,3,,,,41.1,2,mg/L,190801.1,01-Aug-19,2,,,,29.66,1,NTU,8/1/2019,,190807.1,8/7/2019,8,0.24,,7.54,,ug/L,400,,,,,,,0.012421088,6.38523E-05
