PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,STATE,MATRIX,SAM_CODE,LAB,WATER_LAT,WATER_LON,CHEM_SAMPLE_ID,CHLA_SAMPLE_ID,VOLUME_FILTERED,AMMONIA_N_LAB_COMMENT,AMMONIA_N_MDL,AMMONIA_N_NARS_FLAG,AMMONIA_N_RESULT,AMMONIA_N_RL,AMMONIA_N_UNITS,CHLA_COMMENT,CHLA_LAB_COMMENT,CHLA_MDL,CHLA_NARS_FLAG,CHLA_RESULT,CHLA_RL,CHLA_UNITS,CHLORIDE_COMMENT,CHLORIDE_LAB_COMMENT,CHLORIDE_MDL,CHLORIDE_NARS_FLAG,CHLORIDE_RESULT,CHLORIDE_RL,CHLORIDE_UNITS,COND_LAB_COMMENT,COND_MDL,COND_NARS_FLAG,COND_RESULT,COND_RL,COND_UNITS,DOC_LAB_COMMENT,DOC_MDL,DOC_NARS_FLAG,DOC_RESULT,DOC_RL,DOC_UNITS,NITRATE_NITRITE_N_LAB_COMMENT,NITRATE_NITRITE_N_MDL,NITRATE_NITRITE_N_NARS_FLAG,NITRATE_NITRITE_N_RESULT,NITRATE_NITRITE_N_RL,NITRATE_NITRITE_N_UNITS,NTL_COMMENT,NTL_LAB_COMMENT,NTL_MDL,NTL_NARS_FLAG,NTL_RESULT,NTL_RL,NTL_UNITS,PH_LAB_COMMENT,PH_NARS_FLAG,PH_RESULT,PH_UNITS,PTL_LAB_COMMENT,PTL_MDL,PTL_NARS_FLAG,PTL_RESULT,PTL_RL,PTL_UNITS,SULFATE_COMMENT,SULFATE_LAB_COMMENT,SULFATE_MDL,SULFATE_NARS_FLAG,SULFATE_RESULT,SULFATE_RL,SULFATE_UNITS,TKN_COMMENT,TKN_MDL,TKN_NARS_FLAG,TKN_RESULT,TKN_RL,TKN_UNITS,TURB_LAB_COMMENT,TURB_MDL,TURB_NARS_FLAG,TURB_RESULT,TURB_RL,TURB_UNITS,NtoP
4/26/2021,204367,NWCA16-2333,15-Jul-16,1,IL,WATER,REGULAR,ALS-MDT,38.96938,-88.97119,827060,827061,400,,0.006,ND,,0.02,mg N/L,,,1.25,,4.005,1.25,ug/L,,,0.062,,12.8,1,mg/L,,0.2,,204,1,uS/cm @ 25C,,1.2,,8.26,2.5,mg/L,,0.01,,0.57,0.05,mg N/L,,,,,1.26,,mg/L,,,7.91,Std. Units,,10,,252,20,ug/L,,,0.064,,17.5,1,mg/L,,0.1,,0.692,0.1,mg N/L,,0.1,,18,1,NTU,0.152542373
4/26/2021,204373,NWCA16-4094,15-Jul-16,1,OR,WATER,REGULAR,ALS-MDT,43.86069,-118.52794,828770,828771,250,,0.006,ND,,0.02,mg N/L,,,2,,14.952,2,ug/L,,,0.062,,5.63,1,mg/L,,0.2,,511,1,uS/cm @ 25C,,1.2,,5.86,2.5,mg/L,,0.01,L,0.02,0.05,mg N/L,,,,,0.991,,mg/L,,,8.3,Std. Units,,10,,370,20,ug/L,,,0.064,,24.6,1,mg/L,,0.1,,0.941,0.1,mg N/L,,0.1,,5,1,NTU,0.169112628
4/26/2021,204377,NWCA16-R211,14-Jul-16,1,WI,WATER,REGULAR,ALS-MDT,45.87993,-90.68938,828110,828111,300,,0.006,,0.09,0.02,mg N/L,,,1.67,,5.34,1.67,ug/L,,,0.12,L,0.36,1,mg/L,,0.2,,20.9,1,uS/cm @ 25C,,1.2,,32.9,2.5,mg/L,,0.01,,0.07,0.05,mg N/L,,,,,2.19,,mg/L,,,5.78,Std. Units,,10,,142,20,ug/L,,,0.17,L,0.6,1,mg/L,,0.1,,2.12,0.1,mg N/L,,0.1,,7,1,NTU,0.06656535
4/26/2021,204480,NWCA16-2117,18-Jul-16,1,IA,WATER,REGULAR,ALS-MDT,43.27388,-93.46091,822990,822991,462,,0.006,,0.69,0.02,mg N/L,,,1.08,ND,,1.08,ug/L,,,0.062,,1.91,1,mg/L,,0.2,,137,1,uS/cm @ 25C,,1.2,,23.9,2.5,mg/L,,0.01,L,0.03,0.05,mg N/L,,,,,3.3,,mg/L,,,7.22,Std. Units,,250,,1300,500,ug/L,,,0.064,,3.38,1,mg/L,,0.1,,3.25,0.1,mg N/L,,0.1,,7,1,NTU,0.138075314
4/26/2021,204481,NWCA16_MN-0005,18-Jul-16,1,MN,WATER,REGULAR,ALS-MDT,45.98877,-94.39574,828260,828261,100,,0.006,,0.03,0.02,mg N/L,,,5,,5.34,5,ug/L,,,0.062,,1.62,1,mg/L,,0.2,,262,1,uS/cm @ 25C,,1.2,,24.8,2.5,mg/L,,0.01,L,0.01,0.05,mg N/L,,,,,1.95,,mg/L,,,7.57,Std. Units,,50,,610,100,ug/L,,,0.064,L,0.58,1,mg/L,,0.1,,1.9,0.1,mg N/L,,0.1,,24,1,NTU,0.078629032
4/26/2021,204483,NWCA16-4788,15-Jul-16,1,VA,WATER,REGULAR,ALS-MDT,37.47651,-76.72738,823920,823921,100,,0.006,ND,,0.02,mg N/L,,,5,,16.02,5,ug/L,,,0.062,,58.6,1,mg/L,,0.2,,217,1,uS/cm @ 25C,,2.4,,46.7,5,mg/L,,0.01,L,0.02,0.05,mg N/L,,,,,2.04,,mg/L,,,5.76,Std. Units,,10,,36,20,ug/L,,,0.064,,4.64,1,mg/L,,0.4,,1.99,0.4,mg N/L,,0.1,,3,1,NTU,0.043683084
4/26/2021,204484,NWCA16-7001,18-Jul-16,2,ND,WATER,REGULAR,ALS-MDT,47.1996,-98.78772,828660,828661,250,,0.006,,0.04,0.02,mg N/L,,,2,,19.224,2,ug/L,,,0.062,,1.8,1,mg/L,,0.2,,193,1,uS/cm @ 25C,,1.2,,26.5,2.5,mg/L,,0.01,ND,,0.05,mg N/L,,,,,2.29,,mg/L,,,7.88,Std. Units,,50,,550,100,ug/L,,,0.064,,2.62,1,mg/L,,0.1,,2.24,0.1,mg N/L,,0.1,,5,1,NTU,0.086415094
4/26/2021,204485,NWCA16-7002,15-Jul-16,2,ND,WATER,REGULAR,ALS-MDT,47.60199,-100.40897,828630,828631,250,,0.006,ND,,0.02,mg N/L,,,2,,6.408,2,ug/L,,,0.062,,12.4,1,mg/L,,0.2,,3670,1,uS/cm @ 25C,,2.4,,62.7,5,mg/L,,0.01,L,0.01,0.05,mg N/L,,,,,3.83,,mg/L,,,7.94,Std. Units,,250,,2100,500,ug/L,,,3.2,,2240,50,mg/L,,0.2,,3.78,0.2,mg N/L,,0.1,,2,1,NTU,0.06108453
4/26/2021,204486,NWCA16-R001,17-Jul-16,1,UT,WATER,REGULAR,ALS-MDT,40.70921,-111.00916,829070,829071,300,,0.006,ND,,0.02,mg N/L,,,1.67,,5.34,1.67,ug/L,,,0.062,L,0.43,1,mg/L,,0.2,,13,1,uS/cm @ 25C,,0.24,,4.41,0.5,mg/L,,0.01,ND,,0.05,mg N/L,,,,,0.427,,mg/L,,,6.83,Std. Units,,10,,22,20,ug/L,,,0.064,L,0.71,1,mg/L,,0.1,,0.377,0.1,mg N/L,,0.1,,1,1,NTU,0.096825397
4/26/2021,204550,NWCA16-2874,18-Jul-16,1,MI,WATER,REGULAR,ALS-MDT,42.96201,-82.65101,828480,828481,300,,0.006,ND,,0.02,mg N/L,,,1.67,,3.56,1.67,ug/L,,,0.062,L,0.58,1,mg/L,,0.2,,112,1,uS/cm @ 25C,,1.2,,9.66,2.5,mg/L,,0.01,,0.1,0.05,mg N/L,,,,,1.27,,mg/L,,,7.94,Std. Units,,25,,120,50,ug/L,,,0.064,,2.44,1,mg/L,,0.1,,1.17,0.1,mg N/L,,0.1,,6,1,NTU,0.131469979
4/26/2021,204551,NWCA16_MN-0010,18-Jul-16,1,MN,WATER,REGULAR,ALS-MDT,48.47591,-94.57716,820960,820961,250,,0.006,,0.06,0.02,mg N/L,,,2,,14.952,2,ug/L,,,0.062,,1.46,1,mg/L,,0.2,,429,1,uS/cm @ 25C,,1.2,,34.6,2.5,mg/L,,0.01,L,0.05,0.05,mg N/L,,,,,1.47,,mg/L,,,7.87,Std. Units,,25,,120,50,ug/L,,,0.064,L,0.76,1,mg/L,,0.1,,1.42,0.1,mg N/L,,0.1,,26,1,NTU,0.042485549
4/26/2021,204552,NWCA16-1136,18-Jul-16,1,AZ,WATER,REGULAR,ALS-MDT,33.86269,-109.23836,820370,820371,100,,0.006,L,0.01,0.02,mg N/L,,,5,,21.36,5,ug/L,,,0.062,,4.14,1,mg/L,,0.2,,217,1,uS/cm @ 25C,,1.2,,15.4,2.5,mg/L,,0.01,ND,,0.05,mg N/L,,,,,1.44,,mg/L,,,7.94,Std. Units,,10,,198,20,ug/L,,,0.064,L,0.83,1,mg/L,,0.1,,1.39,0.1,mg N/L,,0.1,,10,1,NTU,0.093506494
4/26/2021,204556,NWCA16-4511,18-Jul-16,1,TX,WATER,REGULAR,ALS-MDT,31.71261,-98.99632,824090,824091,1040,,0.006,ND,,0.02,mg N/L,,,0.48,,1.54,0.48,ug/L,,,0.062,,68.5,1,mg/L,,0.2,,722,1,uS/cm @ 25C,,1.2,,5.17,2.5,mg/L,,0.01,,0.07,0.05,mg N/L,,,,,0.429,,mg/L,,,8.32,Std. Units,,5,,44,10,ug/L,,,0.064,,60.4,1,mg/L,,0.1,,0.359,0.1,mg N/L,,0.1,,2,1,NTU,0.082978723
4/26/2021,204557,NWCA16-5134,17-Jul-16,1,WY,WATER,REGULAR,ALS-MDT,43.0083,-109.72605,828720,828721,172,,0.006,ND,,0.02,mg N/L,,,2.91,,40.36,2.91,ug/L,,,0.062,L,0.35,1,mg/L,,0.2,,32.9,1,uS/cm @ 25C,,1.2,,6.72,2.5,mg/L,,0.01,ND,,0.05,mg N/L,,,,,0.448,,mg/L,,,7.08,Std. Units,,10,,54,20,ug/L,,,0.064,L,0.72,1,mg/L,,0.1,,0.398,0.1,mg N/L,,0.1,,4,1,NTU,0.066666667
4/26/2021,204630,NWCA16-1502,18-Jul-16,1,CO,WATER,REGULAR,ALS-MDT,40.6641,-106.5938,828170,828171,200,,0.006,ND,,0.02,mg N/L,,,2.5,ND,,2.5,ug/L,,,0.062,L,0.18,1,mg/L,,0.2,,33.3,1,uS/cm @ 25C,,0.24,,3.95,0.5,mg/L,,0.01,L,0.02,0.05,mg N/L,,,,,0.319,,mg/L,,,7.47,Std. Units,,5,,34,10,ug/L,,,0.064,,1.12,1,mg/L,,0.1,,0.269,0.1,mg N/L,,0.1,L,1,1,NTU,0.080759494
4/26/2021,204631,NWCA16-1518,18-Jul-16,1,CO,WATER,REGULAR,ALS-MDT,40.65417,-106.59856,828160,828161,100,,0.006,,0.02,0.02,mg N/L,,,5,,16.02,5,ug/L,,,0.062,L,0.63,1,mg/L,,0.2,,46.4,1,uS/cm @ 25C,,1.2,,21.8,2.5,mg/L,,0.01,L,0.04,0.05,mg N/L,,,,,1.05,,mg/L,,,7.32,Std. Units,,5,,65,10,ug/L,,,0.064,L,0.11,1,mg/L,,0.1,,1,0.1,mg N/L,,0.1,,7,1,NTU,0.048165138
4/26/2021,204690,NWCA16-2118,19-Jul-16,1,IA,WATER,REGULAR,ALS-MDT,43.1829,-94.76733333,823480,823481,430,,0.006,,0.16,0.02,mg N/L,,,1.16,,7.451,1.16,ug/L,,,0.062,,1.6,1,mg/L,,0.2,,269,1,uS/cm @ 25C,,1.2,,15.7,2.5,mg/L,,0.01,L,0.02,0.05,mg N/L,,,,,6.1,,mg/L,,,8.05,Std. Units,,25,,515,50,ug/L,,,0.064,L,0.15,1,mg/L,,0.5,,6.05,0.5,mg N/L,,0.1,,24,1,NTU,0.388535032
4/26/2021,204720,NWCA16-5149,16-Jul-16,1,WY,WATER,REGULAR,ALS-MDT,42.58724,-109.94209,822250,822251,250,,0.006,,0.04,0.02,mg N/L,,,2,,12.816,2,ug/L,,,0.062,,1.53,1,mg/L,,0.2,,828,1,uS/cm @ 25C,,1.2,,11.1,2.5,mg/L,,0.01,L,0.01,0.05,mg N/L,,,,,1.2,,mg/L,,,7.84,Std. Units,,10,,108,20,ug/L,,,0.064,,21.6,1,mg/L,,0.1,,1.15,0.1,mg N/L,,0.1,,7,1,NTU,0.108108108
4/26/2021,204721,NWCA16-5102,13-Jul-16,2,WY,WATER,REGULAR,ALS-MDT,42.97684,-110.07671,828750,828751,250,,0.006,L,0.01,0.02,mg N/L,,,2,,8.544,2,ug/L,,,0.062,L,0.19,1,mg/L,,0.2,,168,1,uS/cm @ 25C,,0.24,,3.36,0.5,mg/L,,0.01,L,0.01,0.05,mg N/L,,,,,0.385,,mg/L,,,7.77,Std. Units,,10,,50,20,ug/L,,,0.064,,39.3,1,mg/L,,0.1,,0.335,0.1,mg N/L,,0.1,L,0.9,1,NTU,0.114583333
4/26/2021,204782,NWCA16-2409,19-Jul-16,1,IN,WATER,REGULAR,ALS-MDT,39.33365,-87.25125,827020,827021,200,,0.006,,2.21,0.02,mg N/L,,,2.5,,26.7,2.5,ug/L,,,0.062,,12.4,1,mg/L,,0.2,,1080,1,uS/cm @ 25C,,1.2,,9.04,2.5,mg/L,,0.01,L,0.02,0.05,mg N/L,,,,,3.32,,mg/L,,,3.02,Std. Units,,250,,550,500,ug/L,,,0.64,,397,10,mg/L,,0.1,,3.27,0.1,mg N/L,,0.1,,163,1,NTU,0.367256637
4/26/2021,204784,NWCA16-3620,19-Jul-16,1,NM,WATER,REGULAR,ALS-MDT,33.5158,-108.95345,826590,826591,641,,0.006,ND,,0.02,mg N/L,,,0.78,,2.48,0.78,ug/L,,,0.062,,3.6,1,mg/L,,0.2,,330,1,uS/cm @ 25C,,0.24,,1.2,0.5,mg/L,,0.01,,0.06,0.05,mg N/L,,,,,0.228,,mg/L,,,8.28,Std. Units,,10,,100,20,ug/L,,,0.064,,13.5,1,mg/L,,0.1,,0.168,0.1,mg N/L,,0.1,L,0.6,1,NTU,0.19
4/26/2021,204786,NWCA16-4100,19-Jul-16,1,OR,WATER,REGULAR,ALS-MDT,43.64242,-119.08167,828910,828911,500,,0.006,,0.12,0.02,mg N/L,,,1,,2.136,1,ug/L,,,0.062,,3.25,1,mg/L,,0.2,,784,1,uS/cm @ 25C,,1.2,,27,2.5,mg/L,,0.01,,0.16,0.05,mg N/L,,,,,3,,mg/L,,,8.09,Std. Units,,250,,1100,500,ug/L,,,0.064,,29.5,1,mg/L,,0.1,,2.84,0.1,mg N/L,,0.1,,16,1,NTU,0.111111111
4/26/2021,204792,NWCA16-4828,18-Jul-16,1,VT,WATER,REGULAR,ALS-MDT,44.86278,-72.04658,825320,825321,400,,0.006,,0.04,0.02,mg N/L,,,1.25,,10.68,1.25,ug/L,,,0.062,,6.29,1,mg/L,,0.2,,104,1,uS/cm @ 25C,,1.2,,6.14,2.5,mg/L,,0.01,L,0.02,0.05,mg N/L,,,,,0.572,,mg/L,,,7.76,Std. Units,,5,,29,10,ug/L,,,0.064,,2.8,1,mg/L,,0.1,,0.522,0.1,mg N/L,,0.1,,3,1,NTU,0.093159609
4/26/2021,204793,NWCA16-4830,19-Jul-16,1,VT,WATER,REGULAR,ALS-MDT,44.90072,-72.20991,825310,825311,300,,0.006,,0.15,0.02,mg N/L,,,1.67,,21.36,1.67,ug/L,,,0.062,,7.7,1,mg/L,,0.2,,145,1,uS/cm @ 25C,,1.2,,17,2.5,mg/L,,0.01,L,0.01,0.05,mg N/L,,,,,1.27,,mg/L,,,7.31,Std. Units,,10,,122,20,ug/L,,,0.064,L,0.57,1,mg/L,,0.1,,1.22,0.1,mg N/L,,0.1,,7,1,NTU,0.074705882
4/26/2021,204794,NWCA16-4857,19-Jul-16,1,WA,WATER,REGULAR,ALS-MDT,48.936174,-122.480851,829490,829491,100,,0.006,,0.04,0.02,mg N/L,,,5,,5.34,5,ug/L,,,0.062,,5.68,1,mg/L,,0.2,,93.8,1,uS/cm @ 25C,,1.2,,9.68,2.5,mg/L,,0.01,,0.07,0.05,mg N/L,,,,,1.02,,mg/L,,,6.82,Std. Units,,10,,152,20,ug/L,,,0.064,,15.8,1,mg/L,,0.1,,0.953,0.1,mg N/L,,0.1,,6,1,NTU,0.105371901
4/26/2021,204796,NWCA16-5016,19-Jul-16,1,WI,WATER,REGULAR,WSLOH,44.87934,-92.43812,828380,828381,50,,0.06,,1.42,,mg N/L,,,10.4,,717,,ug/L,,,0.031,,5.47,,mg/L,,10,,164,,uS/cm @ 25C,,0.3,,10.2,,mg/L,,0.019,,0.123,,mg N/L,,,0.03,,3.91,,mg/L,,,7,Std. Units,,5,,761,,ug/L,,,0.16,,6.4,,mg/L,Lab did not measure TKN,,,,,mg N/L,Analyzed past the 2 days holding time: Method SM2130B analyzed on 07/22/16 1353 | Analyzed past the 2 days holding time.,0.1,H,170,,NTU,0.383333333
4/26/2021,204880,NWCA16-7027,20-Jul-16,1,ND,WATER,REGULAR,ALS-MDT,46.34662,-97.17668,828640,828641,400,,0.006,,0.16,0.02,mg N/L,,,1.25,,14.685,1.25,ug/L,,,0.062,,10.8,1,mg/L,,0.2,,627,1,uS/cm @ 25C,,2.4,,55.9,5,mg/L,,0.01,L,0.01,0.05,mg N/L,,,,,3.9,,mg/L,,,8.24,Std. Units,,10,,224,20,ug/L,,,0.064,,19.6,1,mg/L,,0.5,,3.85,0.5,mg N/L,,0.1,,6,1,NTU,0.069767442
4/26/2021,204952,NWCA16-6026,20-Jul-16,1,KY,WATER,REGULAR,ALS-MDT,38.07515,-83.11787,820920,820921,152,,0.006,,0.27,0.02,mg N/L,,,3.29,,24.592,3.29,ug/L,,,0.062,L,0.81,1,mg/L,,0.2,,326,1,uS/cm @ 25C,,1.2,,5.69,2.5,mg/L,,0.01,L,0.03,0.05,mg N/L,,,,,1.27,,mg/L,,,7.41,Std. Units,,25,,85,50,ug/L,,,0.32,,116,5,mg/L,,0.1,,1.22,0.1,mg N/L,,0.1,,207,1,NTU,0.223198594
4/26/2021,204980,NWCA16-R017,20-Jul-16,1,MN,WATER,REGULAR,ALS-MDT,48.25377,-95.06053,829200,829201,450,,0.006,,0.03,0.02,mg N/L,,,1.11,,7.12,1.11,ug/L,,,0.062,L,0.76,1,mg/L,,0.2,,42.9,1,uS/cm @ 25C,,1.2,,35.7,2.5,mg/L,,0.01,L,0.02,0.05,mg N/L,,,,,3.79,,mg/L,,,5.73,Std. Units,,25,,125,50,ug/L,,,0.064,L,0.1,1,mg/L,,0.2,,3.74,0.2,mg N/L,,0.1,,39,1,NTU,0.106162465
4/26/2021,204981,NWCA16-2566,20-Jul-16,1,LA,WATER,REGULAR,ALS-MDT,29.35717,-91.10395,825780,825781,175,,0.006,ND,,0.02,mg N/L,,,2.86,,24.411,2.86,ug/L,Lab did not measure sulfate/chloride (brackish water sample),,,,,,mg/L,,0.2,,1690,1,uS/cm @ 25C,,1.2,,12,2.5,mg/L,,0.01,ND,,0.05,mg N/L,,,,,1.45,,mg/L,,,7.79,Std. Units,,10,,154,20,ug/L,Lab did not measure sulfate/chloride (brackish water sample),,,,,,mg/L,,0.1,,1.4,0.1,mg N/L,,0.1,,47,1,NTU,0.120833333
4/26/2021,204983,NWCA16-3477,18-Jul-16,1,NE,WATER,REGULAR,UNL,42.802306,-103.398995,822620,822621,88,,0.01,,0.0117,0.01,mg N/L,,,0.49,,7.037550703,0.5,ug/L,,,0.0238,,1.686,0.1,mg/L,,1,,240,1,uS/cm @ 25C,,0.01,,16.765,0.05,mg/L,,0.01,ND,,0.01,mg N/L,,,0.003,,0.919,0.05,mg/L,,,7.888,Std. Units,,3,,64,20,ug/L,,,0.0606,,0.454,0.1,mg/L,Lab did not measure TKN,,,,,mg N/L,,0.1,,3.42,0.1,NTU,0.054816582
4/26/2021,204984,NWCA16-3481,19-Jul-16,1,NE,WATER,REGULAR,UNL,42.424804,-101.903079,822660,822661,186,,0.01,,0.0159,0.01,mg N/L,,,0.49,,12.3252495,0.5,ug/L,,,0.0238,,0.815,0.1,mg/L,,1,,275,1,uS/cm @ 25C,,0.01,,17.2,0.05,mg/L,,0.01,ND,,0.01,mg N/L,,,0.003,,1.25,0.05,mg/L,,,7.917,Std. Units,,3,,253,20,ug/L,,,0.0606,,0.761,0.1,mg/L,Lab did not measure TKN,,,,,mg N/L,,0.1,,1.16,0.1,NTU,0.072674419
4/26/2021,204991,NWCA16-3761,19-Jul-16,1,NY,WATER,REGULAR,ALS-MDT,43.778854,-75.446345,826400,826401,160,,0.006,ND,,0.02,mg N/L,,,3.12,,13.35,3.12,ug/L,,,0.062,,2.86,1,mg/L,,0.2,,68.8,1,uS/cm @ 25C,,1.2,,9.81,2.5,mg/L,,0.01,ND,,0.05,mg N/L,,,,,0.757,,mg/L,,,7.51,Std. Units,,5,,39,10,ug/L,,,0.064,,2.26,1,mg/L,,0.1,,0.707,0.1,mg N/L,,0.1,,4,1,NTU,0.077166157
4/26/2021,204995,NWCA16-4855,20-Jul-16,2,WA,WATER,REGULAR,ALS-MDT,48.393377,-122.484505,829470,829471,100,,0.006,,0.34,0.02,mg N/L,,,5,,10.68,5,ug/L,,,0.062,,43.8,1,mg/L,,0.2,,708,1,uS/cm @ 25C,,1.2,,14.1,2.5,mg/L,,0.01,L,0.03,0.05,mg N/L,,,,,1.86,,mg/L,,,8.11,Std. Units,,250,,2050,500,ug/L,,,0.064,,40.1,1,mg/L,,0.1,,1.81,0.1,mg N/L,,0.1,,69,1,NTU,0.131914894
4/26/2021,205062,NWCA16-4637,20-Jul-16,1,UT,WATER,REGULAR,UTPHL,40.79053,-110.96772,822410,822411,,,0.02,ND,,0.05,mg N/L,No volume recorded so no chlorophyll a could be calculated,No result; volume filtered missing,0.000368,Q,,,ug/L,,,0.0134,,0.67,0.5,mg/L,,0.083,,166,2,uS/cm @ 25C,Lab measured total organic carbon,,,,,mg/L,,0.013,ND,,0.1,mg N/L,,,0.067,,0.226,0.2,mg/L,,,7.22,Std. Units,,0.802,,15,,ug/L,,,0.0347,,29.9,1,mg/L,Lab did not measure TKN,,,,,mg N/L,,0.052,,5.48,0.1,NTU,NA
4/26/2021,205063,NWCA16-2565,19-Jul-16,1,LA,WATER,REGULAR,ALS-MDT,29.5766,-91.98143,825830,825831,700,,0.006,ND,,0.02,mg N/L,,,0.71,,5.34,0.71,ug/L,Lab did not measure sulfate/chloride (brackish water sample),,,,,,mg/L,,0.2,,6450,1,uS/cm @ 25C,,1.2,,13.2,2.5,mg/L,,0.01,ND,,0.05,mg N/L,,,,,1.03,,mg/L,,,7.61,Std. Units,,10,,110,20,ug/L,Lab did not measure sulfate/chloride (brackish water sample),,,,,,mg/L,,0.1,,0.978,0.1,mg N/L,,0.1,,6,1,NTU,0.078030303
4/26/2021,205064,NWCA16-5118,19-Jul-16,1,WY,WATER,REGULAR,ALS-MDT,42.58542,-108.78893,828560,828561,200,,0.006,,0.04,0.02,mg N/L,,,2.5,,993.24,2.5,ug/L,,,0.062,L,0.31,1,mg/L,,0.2,,50.8,1,uS/cm @ 25C,,1.2,,9.72,2.5,mg/L,,0.01,ND,,0.05,mg N/L,,,,,7.42,,mg/L,,,7.23,Std. Units,,10,,358,20,ug/L,,,0.064,L,0.62,1,mg/L,,0.4,,7.37,0.4,mg N/L,,0.1,,125,1,NTU,0.763374486
4/26/2021,205140,NWCA16_MN-0007,20-Jul-16,1,MN,WATER,REGULAR,ALS-MDT,48.2122,-95.1411,828250,828251,100,,0.006,,0.24,0.02,mg N/L,,,5,,138.84,5,ug/L,,,0.062,,1.49,1,mg/L,,0.2,,134,1,uS/cm @ 25C,,2.4,,57.7,5,mg/L,,0.01,,0.72,0.05,mg N/L,,,,,18.2,,mg/L,,,7.28,Std. Units,,250,,550,500,ug/L,,,0.064,L,0.33,1,mg/L,,2,,17.5,2,mg N/L,,0.1,,134,1,NTU,0.31542461
4/26/2021,205141,NWCA16-1030,20-Jul-16,1,AL,WATER,REGULAR,ALS-MDT,33.09282,-85.89217,824410,824411,400,,0.006,L,0.01,0.02,mg N/L,,,1.25,,1.335,1.25,ug/L,,,0.062,,1.53,1,mg/L,,0.2,,34.6,1,uS/cm @ 25C,,0.24,,1.68,0.5,mg/L,,0.01,L,0.05,0.05,mg N/L,,,,,0.283,,mg/L,,,7.4,Std. Units,,10,,50,20,ug/L,,,0.064,,1.38,1,mg/L,,0.1,,0.233,0.1,mg N/L,,0.1,,5,1,NTU,0.168452381
4/26/2021,205142,NWCA16-1721,21-Jul-16,1,FL,WATER,REGULAR,ALS-MDT,27.29791,-80.92333,827650,827651,250,,0.006,,0.02,0.02,mg N/L,,,2,,12.816,2,ug/L,,,0.062,,39.2,1,mg/L,,0.2,,133,1,uS/cm @ 25C,,1.2,,25.9,2.5,mg/L,,0.01,L,0.02,0.05,mg N/L,,,,,1.57,,mg/L,,,5.7,Std. Units,,5,,18,10,ug/L,,,0.064,L,0.49,1,mg/L,,0.1,,1.52,0.1,mg N/L,,0.1,,2,1,NTU,0.060617761
4/26/2021,205143,NWCA16-5024,20-Jul-16,1,WI,WATER,REGULAR,WSLOH,45.21145,-91.44794,828370,828371,50,,0.015,,0.0605,,mg N/L,,,1.04,,2.88,,ug/L,,,0.031,,19.2,,mg/L,,10,,167,,uS/cm @ 25C,,0.3,,12.1,,mg/L,,0.019,ND,,,mg N/L,,,0.03,,1.01,,mg/L,,,6.5,Std. Units,,5,,111,,ug/L,,,0.16,,0.659,,mg/L,Lab did not measure TKN,,,,,mg N/L,,0.1,,6.97,,NTU,0.083471074
4/26/2021,205144,NWCA16-1633,21-Jul-16,2,DE,WATER,REGULAR,ALS-MDT,39.38176,-75.54012,829940,829941,150,,0.03,ND,,0.1,mg N/L,,,3.33,,71.2,3.33,ug/L,,,6.2,,5380,100,mg/L,,0.2,,14700,1,uS/cm @ 25C,,1.2,,9.58,2.5,mg/L,,0.01,L,0.02,0.05,mg N/L,,,,,2.12,,mg/L,,,7.78,Std. Units,,50,,450,100,ug/L,,,6.4,,667,100,mg/L,,0.1,,2.07,0.1,mg N/L,,0.1,,69,1,NTU,0.221294363
4/26/2021,205181,NWCA16-3771,21-Jul-16,1,NY,WATER,REGULAR,ALS-MDT,44.335264,-75.828824,826410,826411,112,,0.006,ND,,0.02,mg N/L,,,4.46,,14.304,4.46,ug/L,,,0.062,L,0.22,1,mg/L,,0.2,,98.2,1,uS/cm @ 25C,,1.2,,11.8,2.5,mg/L,,0.01,ND,,0.05,mg N/L,,,,,0.644,,mg/L,,,7.09,Std. Units,,10,,78,20,ug/L,,,0.064,L,0.13,1,mg/L,,0.1,,0.594,0.1,mg N/L,,0.1,,4,1,NTU,0.054576271
4/26/2021,205183,NWCA16_MN-1010,21-Jul-16,1,MN,WATER,REGULAR,ALS-MDT,48.60065,-94.65208,829790,829791,250,,0.03,,0.31,0.1,mg N/L,,,2,,10.68,2,ug/L,,,0.062,,1,1,mg/L,,0.2,,285,1,uS/cm @ 25C,,1.2,,82.3,2.5,mg/L,,0.01,ND,,0.05,mg N/L,,,,,3.17,,mg/L,,,7.56,Std. Units,,10,,310,20,ug/L,,,0.064,L,0.45,1,mg/L,,0.1,,3.12,0.1,mg N/L,,0.1,,5,1,NTU,0.038517618
4/26/2021,205190,NWCA16-2569,21-Jul-16,1,LA,WATER,REGULAR,ALS-MDT,29.60666,-92.17024,825790,825791,110,,0.006,ND,,0.02,mg N/L,,,4.55,,126.218,4.55,ug/L,Lab did not measure sulfate/chloride (brackish water sample),,,,,,mg/L,,0.2,,5050,1,uS/cm @ 25C,,1.2,,25,2.5,mg/L,,0.01,L,0.01,0.05,mg N/L,,,,,4.13,,mg/L,,,7.86,Std. Units,,10,,358,20,ug/L,Lab did not measure sulfate/chloride (brackish water sample),,,,,,mg/L,,0.2,,4.08,0.2,mg N/L,,0.1,,47,1,NTU,0.1652
