UID,PUBLICATION_DATE,SITE_ID,DATE_COL,VISIT_NO,YEAR,UNIQUE_ID,DSGN_CYCLE,AG_ECO3,AG_ECO3_NM,AG_ECO9,AG_ECO9_NM,BORD_RIV,CNTYNAME,COMID,DES_FTYPE,ELEVATION,EPA_REG,EVAL_CAT,FCODE,FEOW_ID,FRAME08,FRAME13,FRAME18,FRAMEEW,FRAMEWS,FS_EW,FTYPE,GNIS_ID,GNIS_NAME,HUC2,HUC2_NM,HUC8,HUC8_NM,LAT_DD83,LON_DD83,MAJ_BAS_NM,MAJ_BASIN,MAJ_RIV_NM,MAJ_RIVER,MIS_BAS_NM,MIS_BASIN,NA_L1CODE,NA_L1NAME,NA_L2CODE,NA_L2NAME,NARS_NAME,OWN_NARS,PANEL_RVST,PANEL_SOT,PANEL_USE,PANEL_WGT,PROB_CAT,PSTL_CODE,REACHCODE,SF_ST_ID,SITETYPE,SOURCE,STATE_NM,STATE_SF,STATECTY,STRAH_CAL,STRAH_CAT,STRAH_ORD,STRATUM,TNT_CAT,URBN_NRS08,URBN_NRS18,US_L3CODE,US_L3NAME,US_L4CODE,US_L4NAME,WGT_CAT,WGT_DSGN,WGT_TP_EXTENT,XCOORD,YCOORD,WGT_TP_CORE
2013691,4/7/2021,NRS18_PA_10003,6/4/2019,1,2019,NRS_PA-10050,2018-19,EHIGH,Eastern Highlands,SAP,Southern Appalachians,Not_Border,Clearfield,4673083,StreamRiverInt,468.175,Region_03,Target_Sampled,46003,158,Include,Exclude,Include,Exclude,Exclude,Not_USFS,StreamRiver,0,None,H02,MA,H02050201,Upper West Branch Susquehanna,40.92972698,-78.26004861,Mid-Atlantic Region,H02,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,None,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_BaseStream,NRS18_08_TSS,PA_Streams_PA_1st,PA,R02050201000542,None,PROB,NHDPlusV1,Pennsylvania,Include,F42033,1,SmallStreams,1,PA,Target,Non-Urban,Non-Urban,69,Central Appalachians,69b,Uplands and Valleys of Mixed Land Use,PA_SS_SAP,19727.1756,4922.440971,1473170,522235.5,5469.378856
2013692,4/7/2021,NRS18_NY_10250,6/4/2019,1,2019,NRS_NY-10178,2018-19,EHIGH,Eastern Highlands,NAP,Northern Appalachians,Not_Border,Putnam,6226866,StreamRiverPer,212.32,Region_02,Target_Sampled,46006,118,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,0,None,H02,MA,H02030101,Lower Hudson,41.49693025,-73.54893502,Mid-Atlantic Region,H02,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,5,NORTHERN FORESTS,5.3,ATLANTIC HIGHLANDS,None,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverSS_NAP,NRS18_18,NY_SS_NAP,NY,R02030101000592,None,PROB,NHDPlusv2,New York,Include,F36079,1,SmallStreams,1,NY,Target,Non-Urban,Non-Urban,58,Northeastern Highlands,58e,Berkshire Transition,NY_SS_NAP,4405.617019,540.9327351,1843007.357,666554.0503,1224.21619
2013693,4/7/2021,NRS18_VT_10003,6/3/2019,1,2019,NRS_VT-10100,2018-19,EHIGH,Eastern Highlands,NAP,Northern Appalachians,Not_Border,Windham,10102618,StreamRiverPer,258.09,Region_01,Target_Sampled,46006,118,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,0,None,H01,NE,H01080107,West,43.04999043,-72.72147657,New England Region,H01,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,5,NORTHERN FORESTS,5.3,ATLANTIC HIGHLANDS,None,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_BaseStream,NRS18_08_TSS,VT_Streams_CMMRV_1,VT,R01080107000343,None,PROB,NHDPlusV1,Vermont,Include,F50025,2,SmallStreams,2,VT,Target,Non-Urban,Non-Urban,58,Northeastern Highlands,58c,Green Mountains/Berkshire Highlands,VT_SS_NAP,640.9268159,450.2132889,1867479,851371.8,467.5291847
2013694,4/7/2021,NRS18_VT_RF001,6/4/2019,1,2019,NRS_VT-10152,2018-19,EHIGH,Eastern Highlands,NAP,Northern Appalachians,Not_Border,Bennington,10102464,StreamRiverPer,454.09,Region_01,Target_Sampled,46006,118,Exclude,Exclude,Exclude,Exclude,Exclude,Not_USFS,StreamRiver,1461625,Winhall River,H01,NE,H01080107,Cache,43.14003,-72.93391,New England Region,H01,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Winhall River,Non Federal,NRS_NO_NO_NO_18,HAND,NONE,NONE,NONE,VT,R01080107000057,None,HAND,None,Vermont,Include,F50003,2,SmallStreams,2,None,Target,Non-Urban,Non-Urban,58,Northeastern Highlands,58c,Green Mountains/Berkshire Highlands,NONE,0,0,1848357.394,856978.0863,0
2013695,4/7/2021,NRS18_MN_10253,6/4/2019,1,2019,NRS_MN-10212,2018-19,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,Not_Border,Lake,7110717,StreamRiverPer,554.58,Region_05,Target_Sampled,46006,109,Include,Include,Include,Include,Include,East,StreamRiver,0,None,H09,SR,H09030001,Rainy Headwaters,47.606783,-91.46974952,Souris-Red-Rainy Region,H09,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,5,NORTHERN FORESTS,5.2,MIXED WOOD SHIELD,None,USFS,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverSS_UMW,NRS18_18,MN_SS_UMW,MN,R09030001002436,None,PROB,NHDPlusv2,Minnesota,Include,F27075,1,SmallStreams,1,MN,Target,Non-Urban,Non-Urban,50,Northern Lakes and Forests,50p,Toimi Drumlins,MN_SS_UMW,3089.113699,570.9100564,342817.464,1136155.4,613.1996902
2013696,4/7/2021,NRS18_KY_10002,6/4/2019,1,2019,NRS_KY-10028,2018-19,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,IL:KY,Union,11866712,ArtificialPathStreamPer,98.76,Region_04,Target_Sampled,55800,150,Include,Include,Include,Exclude,Exclude,Not_USFS,ArtificialPath,425264,Ohio River,H05,MS,H05140202,Highland-Pigeon,37.78139705,-88.03819225,Ohio-Tennessee Region,H05_06,Ohio River,MajorRiver,Ohio-Tennessee Region,H05,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Ohio River,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3R2_BaseRiver,NRS18_08_TSS,MajorRiver,KY,R05140202009967,None,PROB,NHDPlusV1,Kentucky,Include,F21225,9,RiversMajor,9,KY,Target,Non-Urban,Non-Urban,72,Interior River Valleys and Hills,72a,Wabash-Ohio Bottomlands,KY_RV_TPL,181.6540954,129.0225859,693768.9,60616.09,129.0225859
2013697,4/7/2021,NRS18_AL_11088,6/4/2019,1,2019,NRS_AL-10108,2018-19,EHIGH,Eastern Highlands,SAP,Southern Appalachians,Not_Border,Cherokee,15823707,ArtificialPathStreamPer,157.79,Region_04,Target_Sampled,55800,153,Include,Include,Include,Include,Include,Not_USFS,ArtificialPath,169321,Coosa River,H03W,SA,H03150105,Upper Coosa,34.12275721,-85.73654963,South-Atlantic Region,H03,Mobile River,MajorRiver,Not Miss River Basin,NMRB,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,Coosa River,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverRM_SAP,NRS18_18,AL_RM_SAP,AL,R03150105002377,None,PROB,NHDPlusv2,Alabama,Include,F01019,7,RiversMajor,7,AL,Target,Non-Urban,Non-Urban,67,Ridge and Valley,67g,Southern Shale Valleys,AL_RV_SAP,431.8536471,114.5148534,937788.0793,-327400.4315,124.0577578
2013698,4/7/2021,NRS18_GA_10002,6/4/2019,1,2019,NRS_GA-10041,2018-19,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,Not_Border,Echols,2016562,StreamRiverPer,26.81,Region_04,Target_Sampled,46006,156,Include,Include,Include,Exclude,Exclude,Not_USFS,StreamRiver,309997,Alapaha River,H03S,SA,H03110202,Alapaha,30.70226826,-83.0338573,South-Atlantic Region,H03,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,Alapaha River,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3R2_BaseRiver,NRS18_08_TSS,GA_Rivers_GA_6th,GA,R03110202000010,None,PROB,NHDPlusV1,Georgia,Include,F13101,6,RiversOther,6,GA,Target,Non-Urban,Non-Urban,75,Southern Coastal Plain,75e,Okefenokee Plains,GA_RV_CPL,407.5502862,152.6665587,1235230.9,-675022.673,239.9045923
2013699,4/7/2021,NRS18_OR_10013,6/4/2019,1,2019,NRS_OR-10483,2018-19,WMTNS,West,WMT,Western Mountains,Not_Border,Lincoln,23886302,StreamRiverPer,28.935,Region_10,Target_Sampled,46006,123,Include,Include,Include,Include,Include,West,StreamRiver,1137172,Alsea River,H17,PN,H17100205,Alsea,44.37292588,-123.8363514,Pacific Northwest Region,H17,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,7,MARINE WEST COAST FOREST,7.1,MARINE WEST COAST FOREST,Alsea River,USFS,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_BaseRiver,NRS18_08_TSS,OR_Rivers_OR_5th,OR,R17100205000092,None,PROB,NHDPlusV1,Oregon,Include,F41041,5,RiversOther,5,OR,Target,Non-Urban,Non-Urban,1,Coast Range,1g,Mid-Coastal Sedimentary,OR_RV_WMT,301.9168069,136.1869739,-2180876,1090811,179.8695882
2013700,4/7/2021,NRS18_SC_10001,6/4/2019,1,2019,NRS_SC-10028,2018-19,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,Not_Border,Clarendon,9095316,StreamRiverPer,30.275,Region_04,Target_Sampled,46006,157,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,1225039,Newman Branch,H03N,SA,H03040205,Black,33.82362488,-80.06803079,South-Atlantic Region,H03,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,Newman Branch,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3R2_BaseStream,NRS18_08_TSS,SC_Streams_SC_1st2n,SC,R03040205000483,None,PROB,NHDPlusV1,South Carolina,Include,F45027,1,SmallStreams,1,SC,Target,Non-Urban,Non-Urban,63,Middle Atlantic Coastal Plain,63h,Carolina Flatwoods,SC_SS_CPL,12970.88638,648.9950824,1457319,-289074.9,1189.824318
2013701,4/7/2021,NRS18_TX_10987,6/4/2019,1,2019,NRS_TX-10377,2018-19,PLNLOW,Plains and Lowlands,SPL,Southern Plains,Not_Border,Stonewall,14034521,StreamRiverPer,539.72,Region_06,Target_Sampled,46006,140,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1375938,Salt Fork Brazos River,H12,TX,H12050007,Salt Fork Brazos,33.15336822,-100.4903948,Rio Grande-Texas-Gulf Region,H12_13,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,9,GREAT PLAINS,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,Salt Fork Brazos River,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_HPT_RO_Over,NRS18_18,TX_HPT_RO,TX,R12050007000092,None,PROB,NHDPlusv2,Texas,Include,F48433,5,RiversOther,5,TX,Target,Non-Urban,Non-Urban,26,Southwestern Tablelands,26b,Flat Tablelands and Valleys,TX_RV_SPL,352.9219236,114.5240282,-416054.9981,-476542.7855,157.7886611
2013702,4/7/2021,NRS18_MN_10038,6/4/2019,1,2019,NRS_MN-10175,2018-19,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,Not_Border,Roseau,7088469,StreamRiverPer,312.47,Region_05,Target_Sampled,46006,109,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,0,None,H09,SR,H09020314,Roseau,48.96363279,-96.22927292,Souris-Red-Rainy Region,H09,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,5,NORTHERN FORESTS,5.2,MIXED WOOD SHIELD,None,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_BaseSS_UMW,NRS18_18,MN_SS_UMW,MN,R09020314000814,None,PROB,NHDPlusv2,Minnesota,Include,F27135,1,SmallStreams,1,MN,Target,Non-Urban,Non-Urban,49,Northern Minnesota Wetlands,49a,Peatlands,MN_SS_UMW,3089.113699,570.9100564,-16995.74009,1277461.598,613.1996902
2013703,4/7/2021,NRS18_NM_10008,6/4/2019,1,2019,NRS_NM-10127,2018-19,WMTNS,West,XER,Xeric,Not_Border,Socorro,17811970,ArtificialPathStreamPer,1434.71,Region_06,Target_Sampled,55800,132,Include,Include,Include,Exclude,Exclude,Not_USFS,ArtificialPath,1385432,Rio Grande,H13,RG,H13020203,Rio Grande-Albuquerque,34.35425288,-106.8531592,Rio Grande-Texas-Gulf Region,H12_13,Rio Grande,MajorRiver,Not Miss River Basin,NMRB,10,NORTH AMERICAN DESERTS,10.1,COLD DESERTS,Rio Grande,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2R2_BaseRiver,NRS18_13_TSS,MajorRiver,NM,R13020203002892,None,PROB,NHDPlusV1,New Mexico,Include,F35053,8,RiversMajor,8,NM,Target,Non-Urban,Non-Urban,22,Arizona/New Mexico Plateau,22g,Rio Grande Floodplain,NM_RV_XER,584.0532,69.3004957,-988493.6,-295704.1,142.4510189
2013704,4/7/2021,NRS18_MN_10022,6/5/2019,1,2019,NRS_MN-10155,2018-19,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,Not_Border,Pennington,7037869,CanalDitch,343.31,Region_05,Target_Sampled,33600,109,Include,Include,Include,Exclude,Include,Not_USFS,CanalDitch,0,None,H09,SR,H09020303,Red Lake,48.10912487,-96.11105552,Souris-Red-Rainy Region,H09,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,9,GREAT PLAINS,9.2,TEMPERATE PRAIRIES,None,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2_BaseSS,NRS18_13_TSS,MN_SmallStreams_TPL,MN,R09020303000376,None,PROB,NHDPlusV1,Minnesota,Include,F27113,0,SmallStreams,0,MN,Target,Non-Urban,Non-Urban,48,Lake Agassiz Plain,48d,Lake Agassiz Plains,MN_SS_TPL,5643.615,3526.922482,-8342.313,1183412,3526.922482
2013705,4/7/2021,NRS18_OK_11427,6/5/2019,1,2019,NRS_OK-10231,2018-19,PLNLOW,Plains and Lowlands,SPL,Southern Plains,Not_Border,Oklahoma,415455,StreamRiverPer,356.1,Region_06,Target_Sampled,46006,144,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1091841,Crooked Oak Creek,H11,MS,H11100302,Lower North Canadian,35.46304611,-97.45968433,Arkansas-White-Red Region,H11,Not Major River,NotMajorRiver,Arkansas-White-Red Region,H11,9,GREAT PLAINS,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,Crooked Oak Creek,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_WPT_SS_Over,NRS18_18,OK_WPT_SS,OK,R11100302000151,None,PROB,NHDPlusv2,Oklahoma,Include,F40109,1,SmallStreams,1,OK,Target,Urban,Urban,27,Central Great Plains,27o,Cross Timbers Transition,OK_SS_SPL,1283.910518,273.4365234,-131325.3917,-227157.1542,455.727539
2013706,4/7/2021,NRS18_WV_10005,6/4/2019,1,2019,NRS_WV-10017,2018-19,EHIGH,Eastern Highlands,SAP,Southern Appalachians,KY:WV,Mingo,435500,StreamRiverPer,234.455,Region_03,Target_Sampled,46006,150,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,1548311,Tug Fork,H05,MS,H05070201,Tug,37.54136091,-82.03360839,Ohio-Tennessee Region,H05_06,Not Major River,NotMajorRiver,Ohio-Tennessee Region,H05,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,Tug Fork,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_BaseRiver,NRS18_08_TSS,WV_Rivers_WV_3rd4th,WV,R05070201000195,None,PROB,NHDPlusV1,West Virginia,Include,F54059,5,RiversOther,5,WV,Target,Non-Urban,Non-Urban,69,Central Appalachians,69d,Dissected Appalachian Plateau,WV_RV_SAP,186.4549284,195.2086321,1217974,94295.51,208.6712964
2013707,4/7/2021,NRS18_NY_10700,6/5/2019,1,2019,NRS_NY-10225,2018-19,EHIGH,Eastern Highlands,NAP,Northern Appalachians,Not_Border,Orange,932030069,StreamRiverPer,142.95,Region_02,Target_Sampled,46006,118,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,879599,Ramapo River,H02,MA,H02030103,Hackensack-Passaic,41.24631379,-74.16997129,Mid-Atlantic Region,H02,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,5,NORTHERN FORESTS,5.3,ATLANTIC HIGHLANDS,Ramapo River,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverLS_NAP,NRS18_18,NY_LS_NAP,NY,R02030103000091,None,PROB,NHDPlusv2,New York,Include,F36071,4,LargeStreams,4,NY,Target,Non-Urban,Non-Urban,58,Northeastern Highlands,58i,Glaciated Reading Prong/Hudson Highlands,NY_LS_NAP,2955.068811,378.9675792,1799327.069,627357.3006,667.7047824
2013708,4/7/2021,NRS18_SC_10002,6/5/2019,1,2019,NRS_SC-10024,2018-19,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,Not_Border,Horry,166739856,StreamRiverPer,5.53,Region_04,Target_Sampled,46006,157,Include,Include,Include,Exclude,Exclude,Not_USFS,StreamRiver,1251304,Waccamaw River,H03N,SA,H03040206,Waccamaw,33.88390644,-78.78473647,South-Atlantic Region,H03,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,Waccamaw River,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3R2_BaseRiver,NRS18_08_TSS,SC_Rivers_SC_6th,SC,R03040206002307,None,PROB,NHDPlusV1,South Carolina,Include,F45051,6,RiversOther,6,SC,Target,Non-Urban,Non-Urban,63,Middle Atlantic Coastal Plain,63n,Mid-Atlantic Floodplains and Low Terraces,SC_RV_CPL,308.105998,339.1354825,1572252,-261985.8,379.0337746
2013709,4/7/2021,NRS18_KY_10027,6/5/2019,1,2019,NRS_KY-10105,2018-19,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,Not_Border,Crittenden,11870008,ArtificialPathStreamPer,98.76,Region_04,Target_Sampled,55800,150,Include,Include,Include,Include,Include,Not_USFS,ArtificialPath,511150,Camp Creek,H05,MS,H05140203,Lower Ohio-Bay,37.47280752,-88.07670869,Ohio-Tennessee Region,H05_06,Not Major River,NotMajorRiver,Ohio-Tennessee Region,H05,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Camp Creek,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_BaseLS_TPL,NRS18_18,KY_LS_TPL,KY,R05140203000343,None,PROB,NHDPlusv2,Kentucky,Include,F21055,3,LargeStreams,3,KY,Target,Non-Urban,Non-Urban,72,Interior River Valleys and Hills,72a,Wabash-Ohio Bottomlands,KY_LS_CPLTPL,1582.61773,396.1717298,693300.62,25870.90413,462.2003515
2013710,4/7/2021,NRS18_MN_10005,6/5/2019,1,2019,NRS_MN-10090,2018-19,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,Not_Border,Lake,7111241,StreamRiverPer,464.04,Region_05,Target_Sampled,46006,109,Include,Include,Include,Exclude,Include,East,StreamRiver,658322,Snake River,H09,SR,H09030001,Rainy Headwaters,47.75501675,-91.53362421,Souris-Red-Rainy Region,H09,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,5,NORTHERN FORESTS,5.2,MIXED WOOD SHIELD,Snake River,USFS,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_BaseStream,NRS18_08_TSS,MN_Streams_MN_2nd,MN,R09030001000061,None,PROB,NHDPlusV1,Minnesota,Include,F27075,2,SmallStreams,2,MN,Target,Non-Urban,Non-Urban,50,Northern Lakes and Forests,50n,Boundary Lakes and Hills,MN_SS_UMW,5193.292045,570.9100564,337218.6,1152274,613.1996902
2013711,4/7/2021,NRS18_GA_10026,6/5/2019,1,2019,NRS_GA-10156,2018-19,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,Not_Border,Brooks,2148317,StreamRiverPer,36.1,Region_04,Target_Sampled,46006,156,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,317164,Little River,H03S,SA,H03110204,Little,30.86435936,-83.35412582,South-Atlantic Region,H03,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Little River,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_BaseRO_CPL,NRS18_18,GA_RO_CPL,GA,R03110204000002,None,PROB,NHDPlusv2,Georgia,Include,F13027,6,RiversOther,6,GA,Target,Urban,Non-Urban,65,Southeastern Plains,65h,Tifton Upland,GA_RV_CPL,1455.264438,152.6665587,1202512.314,-661275.8473,239.9045923
2013712,4/7/2021,NRS18_CA_10247,6/5/2019,1,2019,NRS_CA-11236,2018-19,WMTNS,West,XER,Xeric,Not_Border,Riverside,10002138,CanalDitch,70.8,Region_09,Target_Sampled,33600,130,Include,Include,Include,Include,Include,Not_USFS,CanalDitch,0,None,H15,CO,H15030104,Imperial Reservoir,33.43362471,-114.7177604,Lower Colorado Region,H15,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,10,NORTH AMERICAN DESERTS,10.2,WARM DESERTS,None,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverSS_XER,NRS18_18,CA_SS_XER,CA,R15030104001511,None,PROB,NHDPlusv2,California,Include,F06065,0,SmallStreams,0,CA,Target,Non-Urban,Non-Urban,81,Sonoran Basin and Range,81g,Lower Colorado/Lower Gila River Valleys,CA_SS_XER,7841.34673,118.3136149,-1717610.199,-285383.841,376.452411
2013713,4/7/2021,NRS18_AL_10004,6/5/2019,1,2019,NRS_AL-10038,2018-19,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,Not_Border,Hale,18208576,StreamRiverInt,89.265,Region_04,Target_Sampled,46003,153,Include,Exclude,Include,Exclude,Exclude,Not_USFS,StreamRiver,0,None,H03W,SA,H03160113,Lower Black Warrior,32.91383014,-87.5326477,South-Atlantic Region,H03,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,None,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_BaseStream,NRS18_08_TSS,AL_Streams_AL_1st2n,AL,R03160113000671,None,PROB,NHDPlusV1,Alabama,Include,F01065,1,SmallStreams,1,AL,Target,Non-Urban,Non-Urban,65,Southeastern Plains,65i,Fall Line Hills,AL_SS_CPL,12546.18235,2088.119831,786170.6,-478061.725,3132.179747
2013714,4/7/2021,NRS18_OR_10968,6/5/2019,1,2019,NRS_OR-10683,2018-19,WMTNS,West,WMT,Western Mountains,Not_Border,Douglas,24526788,ArtificialPathStreamPer,17.52,Region_10,Target_Sampled,55800,123,Include,Include,Include,Include,Include,Not_USFS,ArtificialPath,1151643,Umpqua River,H17,PN,H17100303,Umpqua,43.65019378,-123.6632718,Pacific Northwest Region,H17,Umpqua River,Additional,Not Miss River Basin,NMRB,7,MARINE WEST COAST FOREST,7.1,MARINE WEST COAST FOREST,Umpqua River,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverRM_WMT,NRS18_18,OR_RM_WMT,OR,R17100303000096,None,PROB,NHDPlusv2,Oregon,Include,F41019,6,RiversMajor,6,OR,Target,Non-Urban,Non-Urban,1,Coast Range,1g,Mid-Coastal Sedimentary,OR_RV_WMT,1616.97158,136.1869739,-2190832.552,1009647.466,179.8695882
2013715,4/7/2021,NRS18_TX_11022,6/5/2019,1,2019,NRS_TX-10383,2018-19,PLNLOW,Plains and Lowlands,SPL,Southern Plains,Not_Border,Scurry,5633607,StreamRiverPer,671.1,Region_06,Target_Sampled,46006,140,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1348054,Sulphur Creek,H12,TX,H12080002,Colorado Headwaters,32.58278184,-100.8733019,Rio Grande-Texas-Gulf Region,H12_13,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,9,GREAT PLAINS,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,Sulphur Creek,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_HPT_SS_Over,NRS18_18,TX_HPT_SS,TX,R12080002000238,None,PROB,NHDPlusv2,Texas,Include,F48415,2,SmallStreams,2,TX,Target,Non-Urban,Non-Urban,26,Southwestern Tablelands,26b,Flat Tablelands and Valleys,TX_SS_SPL,1204.757795,233.9569214,-454766.4888,-538376.7735,398.5932735
2013716,4/7/2021,NRS18_NC_10037,6/5/2019,1,2019,NRS_NC-10123,2018-19,EHIGH,Eastern Highlands,SAP,Southern Appalachians,Not_Border,Chatham,8870790,StreamRiverPer,139.455,Region_04,Target_Sampled,46006,157,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,988555,Little Brush Creek,H03N,SA,H03030003,Deep,35.63322712,-79.53601686,South-Atlantic Region,H03,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Little Brush Creek,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2_OverLS,NRS18_13_TSS,NC_LargeStreams_SAP,NC,R03030003000627,None,PROB,NHDPlusV1,North Carolina,Include,F37037,3,LargeStreams,3,NC,Target,Non-Urban,Non-Urban,45,Piedmont,45c,Carolina Slate Belt,NC_LS_SAP,4866.839,143.6522948,1470613,-81407.81,1192.314047
2013717,4/7/2021,NRS18_VT_10004,6/5/2019,1,2019,NRS_VT-10102,2018-19,EHIGH,Eastern Highlands,NAP,Northern Appalachians,Not_Border,Windham,10294286,StreamRiverPer,597.01,Region_01,Target_Sampled,46006,118,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,1461216,North Branch Deerfield River,H01,NE,H01080203,Deerfield,42.94638873,-72.87177843,New England Region,H01,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,5,NORTHERN FORESTS,5.3,ATLANTIC HIGHLANDS,North Branch Deerfield River,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_BaseStream,NRS18_08_TSS,VT_Streams_CMMRV_1,VT,R01080203000094,None,PROB,NHDPlusV1,Vermont,Include,F50025,1,SmallStreams,1,VT,Target,Non-Urban,Non-Urban,58,Northeastern Highlands,58c,Green Mountains/Berkshire Highlands,VT_SS_NAP,1092.265459,450.2132889,1858450,837195.2,467.5291847
